ldf_num,condition,partnersExposure,label,exposures,trueClickPoints,trueLabelPoints,pointCost,speechCost,testCorrect,known,estimated_p,appearance,method,score,action
35,100_30,2,blicket,1,30,100,70,0,1,TRUE,0.7453306998633268,2,speak,100,speak
35,100_30,2,blicket,1,30,100,70,0,1,TRUE,0.7453306998633268,3,speak,100,speak
35,100_30,2,dax,1,30,100,70,0,1,TRUE,0.7453306998633268,1,point,30,speak
35,100_30,2,dax,1,30,100,70,0,1,TRUE,0.7453306998633268,2,speak,100,speak
35,100_30,2,dax,1,30,100,70,0,1,TRUE,0.7453306998633268,3,speak,100,speak
35,100_30,2,fep,4,30,100,70,0,1,TRUE,0.7453306998633268,1,speak,100,teach
35,100_30,2,fep,4,30,100,70,0,1,TRUE,0.7453306998633268,2,speak,100,speak
35,100_30,2,fep,4,30,100,70,0,1,TRUE,0.7453306998633268,3,speak,100,speak
35,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.7453306998633268,1,speak,100,point
35,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.7453306998633268,2,speak,100,point
35,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.7453306998633268,3,speak,100,teach
35,100_30,2,kiv,2,30,100,70,0,1,TRUE,0.7453306998633268,1,point,30,teach
35,100_30,2,kiv,2,30,100,70,0,1,TRUE,0.7453306998633268,2,speak,100,speak
35,100_30,2,kiv,2,30,100,70,0,1,TRUE,0.7453306998633268,3,speak,100,speak
35,100_30,2,kreeb,4,30,100,70,0,1,TRUE,0.7453306998633268,1,speak,100,speak
35,100_30,2,kreeb,4,30,100,70,0,1,TRUE,0.7453306998633268,2,speak,100,point
35,100_30,2,kreeb,4,30,100,70,0,1,TRUE,0.7453306998633268,3,speak,100,speak
35,100_30,2,manu,2,30,100,70,0,1,TRUE,0.7453306998633268,1,speak,100,speak
35,100_30,2,manu,2,30,100,70,0,1,TRUE,0.7453306998633268,2,speak,100,speak
35,100_30,2,manu,2,30,100,70,0,1,TRUE,0.7453306998633268,3,teach,30,teach
35,100_30,2,toma,2,30,100,70,0,1,TRUE,0.7453306998633268,1,speak,100,teach
35,100_30,2,toma,2,30,100,70,0,1,TRUE,0.7453306998633268,2,speak,100,speak
35,100_30,2,toma,2,30,100,70,0,1,TRUE,0.7453306998633268,3,speak,100,point
35,100_30,2,wug,1,30,100,70,0,0,FALSE,0.7453306998633268,1,point,30,point
35,100_30,2,wug,1,30,100,70,0,0,FALSE,0.7453306998633268,2,point,30,point
35,100_30,2,wug,1,30,100,70,0,0,FALSE,0.7453306998633268,3,point,30,point
39,100_30,2,blicket,2,30,100,70,0,0,FALSE,0.1332431580382871,1,point,30,point
39,100_30,2,blicket,2,30,100,70,0,0,FALSE,0.1332431580382871,2,point,30,point
39,100_30,2,blicket,2,30,100,70,0,0,FALSE,0.1332431580382871,3,point,30,point
39,100_30,2,dax,1,30,100,70,0,0,FALSE,0.1332431580382871,1,point,30,point
39,100_30,2,dax,1,30,100,70,0,0,FALSE,0.1332431580382871,2,point,30,point
39,100_30,2,dax,1,30,100,70,0,0,FALSE,0.1332431580382871,3,point,30,point
39,100_30,2,fep,2,30,100,70,0,0,FALSE,0.1332431580382871,1,point,30,point
39,100_30,2,fep,2,30,100,70,0,0,FALSE,0.1332431580382871,2,point,30,point
39,100_30,2,fep,2,30,100,70,0,0,FALSE,0.1332431580382871,3,point,30,point
39,100_30,2,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,1,point,30,point
39,100_30,2,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,2,point,30,point
39,100_30,2,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,3,point,30,point
39,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.1332431580382871,1,point,30,speak
39,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.1332431580382871,2,point,30,teach
39,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.1332431580382871,3,point,30,speak
39,100_30,2,kreeb,1,30,100,70,0,0,FALSE,0.1332431580382871,1,point,30,point
39,100_30,2,kreeb,1,30,100,70,0,0,FALSE,0.1332431580382871,2,point,30,point
39,100_30,2,kreeb,1,30,100,70,0,0,FALSE,0.1332431580382871,3,point,30,point
39,100_30,2,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,1,point,30,point
39,100_30,2,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,2,point,30,point
39,100_30,2,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,3,point,30,point
39,100_30,2,toma,4,30,100,70,0,1,TRUE,0.1332431580382871,1,point,30,speak
39,100_30,2,toma,4,30,100,70,0,1,TRUE,0.1332431580382871,2,point,30,teach
39,100_30,2,toma,4,30,100,70,0,1,TRUE,0.1332431580382871,3,point,30,point
39,100_30,2,wug,2,30,100,70,0,0,FALSE,0.1332431580382871,1,point,30,point
39,100_30,2,wug,2,30,100,70,0,0,FALSE,0.1332431580382871,2,point,30,point
39,100_30,2,wug,2,30,100,70,0,0,FALSE,0.1332431580382871,3,point,30,point
40,100_30,2,blicket,1,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
40,100_30,2,blicket,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
40,100_30,2,blicket,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
40,100_30,2,dax,2,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,teach
40,100_30,2,dax,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
40,100_30,2,dax,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
40,100_30,2,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,point
40,100_30,2,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,teach
40,100_30,2,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
40,100_30,2,gazzer,2,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,point
40,100_30,2,gazzer,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,point
40,100_30,2,gazzer,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
40,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
40,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
40,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
40,100_30,2,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
40,100_30,2,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
40,100_30,2,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
40,100_30,2,manu,1,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
40,100_30,2,manu,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
40,100_30,2,manu,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
40,100_30,2,toma,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
40,100_30,2,toma,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
40,100_30,2,toma,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
40,100_30,2,wug,1,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,point
40,100_30,2,wug,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,point
40,100_30,2,wug,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
41,100_30,2,blicket,2,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
41,100_30,2,blicket,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
41,100_30,2,blicket,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
41,100_30,2,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
41,100_30,2,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,point
41,100_30,2,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
41,100_30,2,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,point
41,100_30,2,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
41,100_30,2,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,point
41,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,teach
41,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
41,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
41,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,teach
41,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
41,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
41,100_30,2,kreeb,2,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,teach
41,100_30,2,kreeb,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
41,100_30,2,kreeb,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
41,100_30,2,manu,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,point
41,100_30,2,manu,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
41,100_30,2,manu,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
41,100_30,2,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
41,100_30,2,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,teach
41,100_30,2,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,point
41,100_30,2,wug,1,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
41,100_30,2,wug,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
41,100_30,2,wug,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
42,100_30,2,blicket,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
42,100_30,2,blicket,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,teach
42,100_30,2,blicket,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
42,100_30,2,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,teach
42,100_30,2,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
42,100_30,2,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,point
42,100_30,2,fep,1,30,100,70,0,1,TRUE,0.9072033473374291,1,teach,30,speak
42,100_30,2,fep,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
42,100_30,2,fep,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
42,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,point
42,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,teach
42,100_30,2,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
42,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
42,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
42,100_30,2,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,point
42,100_30,2,kreeb,2,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,teach
42,100_30,2,kreeb,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,teach
42,100_30,2,kreeb,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,teach
42,100_30,2,manu,2,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,teach
42,100_30,2,manu,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,point
42,100_30,2,manu,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
42,100_30,2,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,1,speak,100,speak
42,100_30,2,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,teach
42,100_30,2,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
42,100_30,2,wug,2,30,100,70,0,1,TRUE,0.9072033473374291,1,teach,30,speak
42,100_30,2,wug,2,30,100,70,0,1,TRUE,0.9072033473374291,2,speak,100,speak
42,100_30,2,wug,2,30,100,70,0,1,TRUE,0.9072033473374291,3,speak,100,speak
44,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.44798262786500326,1,speak,80,speak
44,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.44798262786500326,2,speak,80,speak
44,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.44798262786500326,3,speak,80,speak
44,80_50,2,dax,1,50,80,50,20,1,TRUE,0.44798262786500326,1,speak,80,teach
44,80_50,2,dax,1,50,80,50,20,1,TRUE,0.44798262786500326,2,speak,80,point
44,80_50,2,dax,1,50,80,50,20,1,TRUE,0.44798262786500326,3,speak,80,point
44,80_50,2,fep,2,50,80,50,20,1,TRUE,0.44798262786500326,1,speak,80,speak
44,80_50,2,fep,2,50,80,50,20,1,TRUE,0.44798262786500326,2,speak,80,speak
44,80_50,2,fep,2,50,80,50,20,1,TRUE,0.44798262786500326,3,speak,80,point
44,80_50,2,gazzer,2,50,80,50,20,0,FALSE,0.44798262786500326,1,point,50,point
44,80_50,2,gazzer,2,50,80,50,20,0,FALSE,0.44798262786500326,2,point,50,point
44,80_50,2,gazzer,2,50,80,50,20,0,FALSE,0.44798262786500326,3,point,50,point
44,80_50,2,kiv,1,50,80,50,20,0,FALSE,0.44798262786500326,1,point,50,point
44,80_50,2,kiv,1,50,80,50,20,0,FALSE,0.44798262786500326,2,point,50,point
44,80_50,2,kiv,1,50,80,50,20,0,FALSE,0.44798262786500326,3,point,50,point
44,80_50,2,kreeb,2,50,80,50,20,0,FALSE,0.44798262786500326,1,point,50,point
44,80_50,2,kreeb,2,50,80,50,20,0,FALSE,0.44798262786500326,2,point,50,point
44,80_50,2,kreeb,2,50,80,50,20,0,FALSE,0.44798262786500326,3,point,50,point
44,80_50,2,manu,4,50,80,50,20,1,TRUE,0.44798262786500326,1,speak,80,speak
44,80_50,2,manu,4,50,80,50,20,1,TRUE,0.44798262786500326,2,speak,80,point
44,80_50,2,manu,4,50,80,50,20,1,TRUE,0.44798262786500326,3,speak,80,teach
44,80_50,2,toma,4,50,80,50,20,1,TRUE,0.44798262786500326,1,speak,80,teach
44,80_50,2,toma,4,50,80,50,20,1,TRUE,0.44798262786500326,2,speak,80,speak
44,80_50,2,toma,4,50,80,50,20,1,TRUE,0.44798262786500326,3,speak,80,point
44,80_50,2,wug,4,50,80,50,20,1,TRUE,0.44798262786500326,1,speak,80,speak
44,80_50,2,wug,4,50,80,50,20,1,TRUE,0.44798262786500326,2,speak,80,point
44,80_50,2,wug,4,50,80,50,20,1,TRUE,0.44798262786500326,3,speak,80,speak
45,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,teach
45,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,speak
45,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,speak
45,80_50,2,dax,4,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,speak
45,80_50,2,dax,4,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,speak
45,80_50,2,dax,4,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,point
45,80_50,2,fep,2,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,speak
45,80_50,2,fep,2,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,speak
45,80_50,2,fep,2,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,speak
45,80_50,2,gazzer,1,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,speak
45,80_50,2,gazzer,1,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,speak
45,80_50,2,gazzer,1,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,point
45,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,point
45,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,teach
45,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,teach
45,80_50,2,kreeb,4,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,speak
45,80_50,2,kreeb,4,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,point
45,80_50,2,kreeb,4,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,point
45,80_50,2,manu,4,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,point
45,80_50,2,manu,4,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,point
45,80_50,2,manu,4,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,speak
45,80_50,2,toma,2,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,speak
45,80_50,2,toma,2,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,point
45,80_50,2,toma,2,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,point
45,80_50,2,wug,1,50,80,50,20,1,TRUE,0.9072033473374291,1,speak,80,speak
45,80_50,2,wug,1,50,80,50,20,1,TRUE,0.9072033473374291,2,speak,80,speak
45,80_50,2,wug,1,50,80,50,20,1,TRUE,0.9072033473374291,3,speak,80,speak
46,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.41917009978533565,1,speak,80,teach
46,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.41917009978533565,2,speak,80,speak
46,80_50,2,blicket,1,50,80,50,20,1,TRUE,0.41917009978533565,3,speak,80,point
46,80_50,2,dax,1,50,80,50,20,0,FALSE,0.41917009978533565,1,point,50,point
46,80_50,2,dax,1,50,80,50,20,0,FALSE,0.41917009978533565,2,point,50,point
46,80_50,2,dax,1,50,80,50,20,0,FALSE,0.41917009978533565,3,point,50,point
46,80_50,2,fep,2,50,80,50,20,1,TRUE,0.41917009978533565,1,speak,80,speak
46,80_50,2,fep,2,50,80,50,20,1,TRUE,0.41917009978533565,2,speak,80,speak
46,80_50,2,fep,2,50,80,50,20,1,TRUE,0.41917009978533565,3,speak,80,point
46,80_50,2,gazzer,2,50,80,50,20,1,TRUE,0.41917009978533565,1,speak,80,speak
46,80_50,2,gazzer,2,50,80,50,20,1,TRUE,0.41917009978533565,2,speak,80,speak
46,80_50,2,gazzer,2,50,80,50,20,1,TRUE,0.41917009978533565,3,speak,80,speak
46,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.41917009978533565,1,speak,80,speak
46,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.41917009978533565,2,speak,80,speak
46,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.41917009978533565,3,speak,80,teach
46,80_50,2,kreeb,4,50,80,50,20,0,FALSE,0.41917009978533565,1,speak,-20,point
46,80_50,2,kreeb,4,50,80,50,20,0,FALSE,0.41917009978533565,2,speak,-20,point
46,80_50,2,kreeb,4,50,80,50,20,0,FALSE,0.41917009978533565,3,speak,-20,point
46,80_50,2,manu,4,50,80,50,20,1,TRUE,0.41917009978533565,1,speak,80,speak
46,80_50,2,manu,4,50,80,50,20,1,TRUE,0.41917009978533565,2,speak,80,speak
46,80_50,2,manu,4,50,80,50,20,1,TRUE,0.41917009978533565,3,speak,80,teach
46,80_50,2,toma,1,50,80,50,20,0,FALSE,0.41917009978533565,1,point,50,point
46,80_50,2,toma,1,50,80,50,20,0,FALSE,0.41917009978533565,2,point,50,point
46,80_50,2,toma,1,50,80,50,20,0,FALSE,0.41917009978533565,3,point,50,point
46,80_50,2,wug,4,50,80,50,20,1,TRUE,0.41917009978533565,1,speak,80,speak
46,80_50,2,wug,4,50,80,50,20,1,TRUE,0.41917009978533565,2,speak,80,speak
46,80_50,2,wug,4,50,80,50,20,1,TRUE,0.41917009978533565,3,speak,80,speak
47,80_50,2,blicket,4,50,80,50,20,0,FALSE,0.3995901155792436,1,speak,-20,point
47,80_50,2,blicket,4,50,80,50,20,0,FALSE,0.3995901155792436,2,speak,-20,point
47,80_50,2,blicket,4,50,80,50,20,0,FALSE,0.3995901155792436,3,point,50,point
47,80_50,2,dax,4,50,80,50,20,1,TRUE,0.3995901155792436,1,speak,80,point
47,80_50,2,dax,4,50,80,50,20,1,TRUE,0.3995901155792436,2,speak,80,speak
47,80_50,2,dax,4,50,80,50,20,1,TRUE,0.3995901155792436,3,speak,80,speak
47,80_50,2,fep,1,50,80,50,20,0,FALSE,0.3995901155792436,1,point,50,point
47,80_50,2,fep,1,50,80,50,20,0,FALSE,0.3995901155792436,2,point,50,point
47,80_50,2,fep,1,50,80,50,20,0,FALSE,0.3995901155792436,3,point,50,point
47,80_50,2,gazzer,1,50,80,50,20,1,TRUE,0.3995901155792436,1,speak,80,teach
47,80_50,2,gazzer,1,50,80,50,20,1,TRUE,0.3995901155792436,2,point,50,point
47,80_50,2,gazzer,1,50,80,50,20,1,TRUE,0.3995901155792436,3,speak,80,point
47,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.3995901155792436,1,speak,80,speak
47,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.3995901155792436,2,point,50,speak
47,80_50,2,kiv,2,50,80,50,20,1,TRUE,0.3995901155792436,3,speak,80,speak
47,80_50,2,kreeb,2,50,80,50,20,1,TRUE,0.3995901155792436,1,speak,80,speak
47,80_50,2,kreeb,2,50,80,50,20,1,TRUE,0.3995901155792436,2,speak,80,speak
47,80_50,2,kreeb,2,50,80,50,20,1,TRUE,0.3995901155792436,3,speak,80,point
47,80_50,2,manu,1,50,80,50,20,1,TRUE,0.3995901155792436,1,point,50,speak
47,80_50,2,manu,1,50,80,50,20,1,TRUE,0.3995901155792436,2,point,50,point
47,80_50,2,manu,1,50,80,50,20,1,TRUE,0.3995901155792436,3,point,50,teach
47,80_50,2,toma,4,50,80,50,20,1,TRUE,0.3995901155792436,1,speak,80,teach
47,80_50,2,toma,4,50,80,50,20,1,TRUE,0.3995901155792436,2,speak,80,speak
47,80_50,2,toma,4,50,80,50,20,1,TRUE,0.3995901155792436,3,speak,80,speak
47,80_50,2,wug,2,50,80,50,20,0,FALSE,0.3995901155792436,1,point,50,point
47,80_50,2,wug,2,50,80,50,20,0,FALSE,0.3995901155792436,2,point,50,point
47,80_50,2,wug,2,50,80,50,20,0,FALSE,0.3995901155792436,3,point,50,point
48,80_50,2,blicket,1,50,80,50,20,0,FALSE,0.2562558059795544,1,speak,-20,point
48,80_50,2,blicket,1,50,80,50,20,0,FALSE,0.2562558059795544,2,point,50,point
48,80_50,2,blicket,1,50,80,50,20,0,FALSE,0.2562558059795544,3,point,50,point
48,80_50,2,dax,4,50,80,50,20,1,TRUE,0.2562558059795544,1,speak,80,speak
48,80_50,2,dax,4,50,80,50,20,1,TRUE,0.2562558059795544,2,speak,80,speak
48,80_50,2,dax,4,50,80,50,20,1,TRUE,0.2562558059795544,3,speak,80,speak
48,80_50,2,fep,2,50,80,50,20,1,TRUE,0.2562558059795544,1,point,50,speak
48,80_50,2,fep,2,50,80,50,20,1,TRUE,0.2562558059795544,2,point,50,point
48,80_50,2,fep,2,50,80,50,20,1,TRUE,0.2562558059795544,3,point,50,point
48,80_50,2,gazzer,4,50,80,50,20,1,TRUE,0.2562558059795544,1,speak,80,speak
48,80_50,2,gazzer,4,50,80,50,20,1,TRUE,0.2562558059795544,2,point,50,speak
48,80_50,2,gazzer,4,50,80,50,20,1,TRUE,0.2562558059795544,3,speak,80,speak
48,80_50,2,kiv,2,50,80,50,20,0,FALSE,0.2562558059795544,1,point,50,point
48,80_50,2,kiv,2,50,80,50,20,0,FALSE,0.2562558059795544,2,speak,-20,point
48,80_50,2,kiv,2,50,80,50,20,0,FALSE,0.2562558059795544,3,point,50,point
48,80_50,2,kreeb,4,50,80,50,20,0,FALSE,0.2562558059795544,1,point,50,point
48,80_50,2,kreeb,4,50,80,50,20,0,FALSE,0.2562558059795544,2,point,50,point
48,80_50,2,kreeb,4,50,80,50,20,0,FALSE,0.2562558059795544,3,point,50,point
48,80_50,2,manu,2,50,80,50,20,0,FALSE,0.2562558059795544,1,point,50,point
48,80_50,2,manu,2,50,80,50,20,0,FALSE,0.2562558059795544,2,point,50,point
48,80_50,2,manu,2,50,80,50,20,0,FALSE,0.2562558059795544,3,point,50,point
48,80_50,2,toma,1,50,80,50,20,0,FALSE,0.2562558059795544,1,point,50,point
48,80_50,2,toma,1,50,80,50,20,0,FALSE,0.2562558059795544,2,point,50,point
48,80_50,2,toma,1,50,80,50,20,0,FALSE,0.2562558059795544,3,point,50,point
48,80_50,2,wug,1,50,80,50,20,1,TRUE,0.2562558059795544,1,speak,80,speak
48,80_50,2,wug,1,50,80,50,20,1,TRUE,0.2562558059795544,2,speak,80,point
48,80_50,2,wug,1,50,80,50,20,1,TRUE,0.2562558059795544,3,speak,80,speak
49,80_50,2,blicket,1,50,80,50,20,0,FALSE,0.2470857147294842,1,point,50,point
49,80_50,2,blicket,1,50,80,50,20,0,FALSE,0.2470857147294842,2,point,50,point
49,80_50,2,blicket,1,50,80,50,20,0,FALSE,0.2470857147294842,3,point,50,point
49,80_50,2,dax,1,50,80,50,20,0,FALSE,0.2470857147294842,1,point,50,point
49,80_50,2,dax,1,50,80,50,20,0,FALSE,0.2470857147294842,2,point,50,point
49,80_50,2,dax,1,50,80,50,20,0,FALSE,0.2470857147294842,3,point,50,point
49,80_50,2,fep,1,50,80,50,20,0,FALSE,0.2470857147294842,1,point,50,point
49,80_50,2,fep,1,50,80,50,20,0,FALSE,0.2470857147294842,2,point,50,point
49,80_50,2,fep,1,50,80,50,20,0,FALSE,0.2470857147294842,3,point,50,point
49,80_50,2,gazzer,4,50,80,50,20,0,FALSE,0.2470857147294842,1,point,50,point
49,80_50,2,gazzer,4,50,80,50,20,0,FALSE,0.2470857147294842,2,point,50,point
49,80_50,2,gazzer,4,50,80,50,20,0,FALSE,0.2470857147294842,3,point,50,point
49,80_50,2,kiv,4,50,80,50,20,1,TRUE,0.2470857147294842,1,speak,80,teach
49,80_50,2,kiv,4,50,80,50,20,1,TRUE,0.2470857147294842,2,speak,80,point
49,80_50,2,kiv,4,50,80,50,20,1,TRUE,0.2470857147294842,3,speak,80,speak
49,80_50,2,kreeb,2,50,80,50,20,1,TRUE,0.2470857147294842,1,speak,80,point
49,80_50,2,kreeb,2,50,80,50,20,1,TRUE,0.2470857147294842,2,speak,80,speak
49,80_50,2,kreeb,2,50,80,50,20,1,TRUE,0.2470857147294842,3,speak,80,speak
49,80_50,2,manu,4,50,80,50,20,0,FALSE,0.2470857147294842,1,point,50,point
49,80_50,2,manu,4,50,80,50,20,0,FALSE,0.2470857147294842,2,point,50,point
49,80_50,2,manu,4,50,80,50,20,0,FALSE,0.2470857147294842,3,point,50,point
49,80_50,2,toma,2,50,80,50,20,1,TRUE,0.2470857147294842,1,point,50,teach
49,80_50,2,toma,2,50,80,50,20,1,TRUE,0.2470857147294842,2,point,50,speak
49,80_50,2,toma,2,50,80,50,20,1,TRUE,0.2470857147294842,3,point,50,speak
49,80_50,2,wug,2,50,80,50,20,1,TRUE,0.2470857147294842,1,point,50,speak
49,80_50,2,wug,2,50,80,50,20,1,TRUE,0.2470857147294842,2,point,50,point
49,80_50,2,wug,2,50,80,50,20,1,TRUE,0.2470857147294842,3,point,50,point
