ldf_num,condition,partnersExposureDescriptive,label,exposures,trueClickPoints,trueLabelPoints,pointCost,speechCost,testCorrect,known,estimated_p,appearance,method,score,partnersExposure,alpha,discount,action,likelihood
1,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.3995901155792436,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
1,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.3995901155792436,Second,speak,100,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
1,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.3995901155792436,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
1,100_30,None,dax,2,30,100,70,0,1,TRUE,0.3995901155792436,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
1,100_30,None,dax,2,30,100,70,0,1,TRUE,0.3995901155792436,Second,teach,30,0,1.6540657449487906,0.44280598324247833,speak,-1.0986122886681091
1,100_30,None,dax,2,30,100,70,0,1,TRUE,0.3995901155792436,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
1,100_30,None,fep,2,30,100,70,0,0,FALSE,0.3995901155792436,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
1,100_30,None,fep,2,30,100,70,0,0,FALSE,0.3995901155792436,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
1,100_30,None,fep,2,30,100,70,0,0,FALSE,0.3995901155792436,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325473893938e-7
1,100_30,None,gazzer,4,30,100,70,0,1,TRUE,0.3995901155792436,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
1,100_30,None,gazzer,4,30,100,70,0,1,TRUE,0.3995901155792436,Second,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-1.0986122886681091
1,100_30,None,gazzer,4,30,100,70,0,1,TRUE,0.3995901155792436,Third,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
1,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.3995901155792436,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
1,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.3995901155792436,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
1,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.3995901155792436,Third,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-1.09861228866811
1,100_30,None,kreeb,4,30,100,70,0,0,FALSE,0.3995901155792436,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741965
1,100_30,None,kreeb,4,30,100,70,0,0,FALSE,0.3995901155792436,Second,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
1,100_30,None,kreeb,4,30,100,70,0,0,FALSE,0.3995901155792436,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
1,100_30,None,manu,1,30,100,70,0,0,FALSE,0.3995901155792436,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
1,100_30,None,manu,1,30,100,70,0,0,FALSE,0.3995901155792436,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
1,100_30,None,manu,1,30,100,70,0,0,FALSE,0.3995901155792436,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
1,100_30,None,toma,2,30,100,70,0,1,TRUE,0.3995901155792436,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-0.6737273098626934
1,100_30,None,toma,2,30,100,70,0,1,TRUE,0.3995901155792436,Second,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-15.929804601584598
1,100_30,None,toma,2,30,100,70,0,1,TRUE,0.3995901155792436,Third,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
1,100_30,None,wug,1,30,100,70,0,1,TRUE,0.3995901155792436,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
1,100_30,None,wug,1,30,100,70,0,1,TRUE,0.3995901155792436,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
1,100_30,None,wug,1,30,100,70,0,1,TRUE,0.3995901155792436,Third,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
2,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.4877411367804511,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
2,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.4877411367804511,Second,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.0986122886681091
2,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.4877411367804511,Third,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
2,100_30,None,dax,1,30,100,70,0,1,TRUE,0.4877411367804511,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
2,100_30,None,dax,1,30,100,70,0,1,TRUE,0.4877411367804511,Second,teach,30,0,1.6540657449487906,0.44280598324247833,speak,-1.0986122886681091
2,100_30,None,dax,1,30,100,70,0,1,TRUE,0.4877411367804511,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
2,100_30,None,fep,2,30,100,70,0,1,TRUE,0.4877411367804511,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.7129519060095628
2,100_30,None,fep,2,30,100,70,0,1,TRUE,0.4877411367804511,Second,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6951306946751785
2,100_30,None,fep,2,30,100,70,0,1,TRUE,0.4877411367804511,Third,teach,30,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
2,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.4877411367804511,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.7129519060095628
2,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.4877411367804511,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.6951306946751785
2,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.4877411367804511,Third,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6931473015181044
2,100_30,None,kiv,4,30,100,70,0,0,FALSE,0.4877411367804511,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
2,100_30,None,kiv,4,30,100,70,0,0,FALSE,0.4877411367804511,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
2,100_30,None,kiv,4,30,100,70,0,0,FALSE,0.4877411367804511,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
2,100_30,None,kreeb,1,30,100,70,0,0,FALSE,0.4877411367804511,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
2,100_30,None,kreeb,1,30,100,70,0,0,FALSE,0.4877411367804511,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
2,100_30,None,kreeb,1,30,100,70,0,0,FALSE,0.4877411367804511,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
2,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4877411367804511,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
2,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4877411367804511,Second,teach,30,0,1.6540657449487906,0.44280598324247833,speak,-1.0986122886681091
2,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4877411367804511,Third,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-1.09861228866811
2,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4877411367804511,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
2,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4877411367804511,Second,teach,30,0,1.6540657449487906,0.44280598324247833,speak,-1.0986122886681091
2,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4877411367804511,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
2,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4877411367804511,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
2,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4877411367804511,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
2,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4877411367804511,Third,teach,30,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
3,100_30,None,blicket,2,30,100,70,0,0,FALSE,0.44798262786500326,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
3,100_30,None,blicket,2,30,100,70,0,0,FALSE,0.44798262786500326,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
3,100_30,None,blicket,2,30,100,70,0,0,FALSE,0.44798262786500326,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325473893938e-7
3,100_30,None,dax,1,30,100,70,0,0,FALSE,0.44798262786500326,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741965
3,100_30,None,dax,1,30,100,70,0,0,FALSE,0.44798262786500326,Second,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
3,100_30,None,dax,1,30,100,70,0,0,FALSE,0.44798262786500326,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
3,100_30,None,fep,4,30,100,70,0,1,TRUE,0.44798262786500326,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-0.6737273098626934
3,100_30,None,fep,4,30,100,70,0,1,TRUE,0.44798262786500326,Second,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6951306946751785
3,100_30,None,fep,4,30,100,70,0,1,TRUE,0.44798262786500326,Third,point,30,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
3,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.44798262786500326,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-0.6737273098626934
3,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.44798262786500326,Second,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.929804601584598
3,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.44798262786500326,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.927821208427524
3,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.44798262786500326,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
3,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.44798262786500326,Second,point,30,0,1.6540657449487906,0.44280598324247833,speak,-1.0986122886681091
3,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.44798262786500326,Third,point,30,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
3,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.44798262786500326,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-0.6737273098626934
3,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.44798262786500326,Second,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-15.929804601584598
3,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.44798262786500326,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
3,100_30,None,manu,2,30,100,70,0,0,FALSE,0.44798262786500326,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741965
3,100_30,None,manu,2,30,100,70,0,0,FALSE,0.44798262786500326,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
3,100_30,None,manu,2,30,100,70,0,0,FALSE,0.44798262786500326,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325473893938e-7
3,100_30,None,toma,4,30,100,70,0,1,TRUE,0.44798262786500326,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-0.6737273098626934
3,100_30,None,toma,4,30,100,70,0,1,TRUE,0.44798262786500326,Second,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-15.929804601584598
3,100_30,None,toma,4,30,100,70,0,1,TRUE,0.44798262786500326,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
3,100_30,None,wug,2,30,100,70,0,1,TRUE,0.44798262786500326,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
3,100_30,None,wug,2,30,100,70,0,1,TRUE,0.44798262786500326,Second,teach,30,0,1.6540657449487906,0.44280598324247833,speak,-1.0986122886681091
3,100_30,None,wug,2,30,100,70,0,1,TRUE,0.44798262786500326,Third,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-1.09861228866811
4,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.1332431580382871,First,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741965
4,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.1332431580382871,Second,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
4,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.1332431580382871,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
4,100_30,None,dax,2,30,100,70,0,0,FALSE,0.1332431580382871,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,dax,2,30,100,70,0,0,FALSE,0.1332431580382871,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
4,100_30,None,dax,2,30,100,70,0,0,FALSE,0.1332431580382871,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
4,100_30,None,fep,4,30,100,70,0,1,TRUE,0.1332431580382871,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.7129519060095628
4,100_30,None,fep,4,30,100,70,0,1,TRUE,0.1332431580382871,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.6951306946751785
4,100_30,None,fep,4,30,100,70,0,1,TRUE,0.1332431580382871,Third,teach,30,0,1.6540657449487906,0.44280598324247833,point,-0.6931473015181044
4,100_30,None,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325473893938e-7
4,100_30,None,kiv,1,30,100,70,0,0,FALSE,0.1332431580382871,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,kiv,1,30,100,70,0,0,FALSE,0.1332431580382871,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
4,100_30,None,kiv,1,30,100,70,0,0,FALSE,0.1332431580382871,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
4,100_30,None,kreeb,2,30,100,70,0,0,FALSE,0.1332431580382871,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,kreeb,2,30,100,70,0,0,FALSE,0.1332431580382871,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,kreeb,2,30,100,70,0,0,FALSE,0.1332431580382871,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325473893938e-7
4,100_30,None,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,Second,speak,0,0,1.6540657449487906,0.44280598324247833,point,-15.234674390741967
4,100_30,None,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325473893938e-7
4,100_30,None,toma,2,30,100,70,0,0,FALSE,0.1332431580382871,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,toma,2,30,100,70,0,0,FALSE,0.1332431580382871,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
4,100_30,None,toma,2,30,100,70,0,0,FALSE,0.1332431580382871,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325473893938e-7
4,100_30,None,wug,4,30,100,70,0,1,TRUE,0.1332431580382871,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
4,100_30,None,wug,4,30,100,70,0,1,TRUE,0.1332431580382871,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
4,100_30,None,wug,4,30,100,70,0,1,TRUE,0.1332431580382871,Third,teach,30,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
5,100_30,None,blicket,2,30,100,70,0,1,TRUE,0.9072033473374292,First,speak,0,0,1.6540657449487906,0.44280598324247833,point,-15.94762581291898
5,100_30,None,blicket,2,30,100,70,0,1,TRUE,0.9072033473374292,Second,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6951306946751785
5,100_30,None,blicket,2,30,100,70,0,1,TRUE,0.9072033473374292,Third,speak,0,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
5,100_30,None,dax,2,30,100,70,0,1,TRUE,0.9072033473374292,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.7129519060095628
5,100_30,None,dax,2,30,100,70,0,1,TRUE,0.9072033473374292,Second,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6911678339454125
5,100_30,None,dax,2,30,100,70,0,1,TRUE,0.9072033473374292,Third,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-1.09861228866811
5,100_30,None,fep,2,30,100,70,0,1,TRUE,0.9072033473374292,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
5,100_30,None,fep,2,30,100,70,0,1,TRUE,0.9072033473374292,Second,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.0986122886681091
5,100_30,None,fep,2,30,100,70,0,1,TRUE,0.9072033473374292,Third,speak,100,0,1.6540657449487906,0.44280598324247833,point,-1.09861228866811
5,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.9072033473374292,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
5,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.9072033473374292,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
5,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.9072033473374292,Third,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
5,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.9072033473374292,First,speak,0,0,1.6540657449487906,0.44280598324247833,teach,-15.94762581291898
5,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.9072033473374292,Second,teach,30,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
5,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.9072033473374292,Third,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
5,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374292,First,speak,0,0,1.6540657449487906,0.44280598324247833,point,-15.94762581291898
5,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374292,Second,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6951306946751785
5,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374292,Third,speak,0,0,1.6540657449487906,0.44280598324247833,teach,-1.09861228866811
5,100_30,None,manu,1,30,100,70,0,1,TRUE,0.9072033473374292,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.7129519060095628
5,100_30,None,manu,1,30,100,70,0,1,TRUE,0.9072033473374292,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.6951306946751785
5,100_30,None,manu,1,30,100,70,0,1,TRUE,0.9072033473374292,Third,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6931473015181044
5,100_30,None,toma,1,30,100,70,0,1,TRUE,0.9072033473374292,First,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-0.6737273098626934
5,100_30,None,toma,1,30,100,70,0,1,TRUE,0.9072033473374292,Second,speak,100,0,1.6540657449487906,0.44280598324247833,teach,-1.0986122886681091
5,100_30,None,toma,1,30,100,70,0,1,TRUE,0.9072033473374292,Third,speak,100,0,1.6540657449487906,0.44280598324247833,speak,-1.09861228866811
5,100_30,None,wug,4,30,100,70,0,1,TRUE,0.9072033473374292,First,speak,0,0,1.6540657449487906,0.44280598324247833,teach,-15.94762581291898
5,100_30,None,wug,4,30,100,70,0,1,TRUE,0.9072033473374292,Second,speak,0,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
5,100_30,None,wug,4,30,100,70,0,1,TRUE,0.9072033473374292,Third,teach,30,0,1.6540657449487906,0.44280598324247833,teach,-1.09861228866811
6,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.612225058736175,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
6,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.612225058736175,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325456130361e-7
6,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.612225058736175,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-4.838325473893938e-7
6,100_30,None,dax,2,30,100,70,0,1,TRUE,0.612225058736175,First,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.7129519060095628
6,100_30,None,dax,2,30,100,70,0,1,TRUE,0.612225058736175,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.6951306946751785
6,100_30,None,dax,2,30,100,70,0,1,TRUE,0.612225058736175,Third,point,30,0,1.6540657449487906,0.44280598324247833,point,-0.6931473015181044
6,100_30,None,fep,2,30,100,70,0,1,TRUE,0.612225058736175,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
6,100_30,None,fep,2,30,100,70,0,1,TRUE,0.612225058736175,Second,point,30,0,1.6540657449487906,0.44280598324247833,point,-1.0986122886681091
6,100_30,None,fep,2,30,100,70,0,1,TRUE,0.612225058736175,Third,point,30,0,1.6540657449487906,0.44280598324247833,teach,-1.09861228866811
6,100_30,None,gazzer,2,30,100,70,0,1,TRUE,0.612225058736175,First,point,30,0,1.6540657449487906,0.44280598324247833,teach,-0.7129519060095628
