Iteration,Chain,Parameter,value
1,1,score,-32.53720306714749
2,1,score,-32.53720306714749
3,1,score,-32.53720306714749
4,1,score,-32.53720306714749
5,1,score,-32.53720306714749
6,1,score,-32.53720306714749
7,1,score,-32.53720306714749
8,1,score,-32.53720306714749
9,1,score,-32.53720306714749
10,1,score,-32.53720306714749
11,1,score,-32.53720306714749
12,1,score,-32.53720306714749
13,1,score,-32.53720306714749
14,1,score,-32.53720306714749
15,1,score,-32.53720306714749
16,1,score,-32.53720306714749
17,1,score,-32.53720306714749
18,1,score,-32.53720306714749
19,1,score,-32.53720306714749
20,1,score,-32.53720306714749
21,1,score,-32.53720306714749
22,1,score,-32.53720306714749
23,1,score,-32.53720306714749
24,1,score,-32.53720306714749
25,1,score,-32.53720306714749
26,1,score,-32.53720306714749
27,1,score,-32.53720306714749
28,1,score,-32.53720306714749
29,1,score,-32.53720306714749
30,1,score,-32.53720306714749
31,1,score,-32.53720306714749
32,1,score,-32.53720306714749
33,1,score,-32.53720306714749
34,1,score,-32.53720306714749
35,1,score,-32.53720306714749
36,1,score,-32.53720306714749
37,1,score,-32.53720306714749
38,1,score,-32.53720306714749
39,1,score,-32.53720306714749
40,1,score,-32.53720306714749
41,1,score,-32.53720306714749
42,1,score,-32.53720306714749
43,1,score,-32.53720306714749
44,1,score,-32.53720306714749
45,1,score,-32.53720306714749
46,1,score,-32.53720306714749
47,1,score,-32.53720306714749
48,1,score,-32.53720306714749
49,1,score,-32.53720306714749
50,1,score,-32.53720306714749
51,1,score,-32.53720306714749
52,1,score,-32.53720306714749
53,1,score,-32.53720306714749
54,1,score,-32.53720306714749
55,1,score,-32.53720306714749
56,1,score,-32.53720306714749
57,1,score,-32.53720306714749
58,1,score,-32.53720306714749
59,1,score,-32.53720306714749
60,1,score,-32.53720306714749
61,1,score,-32.53720306714749
62,1,score,-32.53720306714749
63,1,score,-32.53720306714749
64,1,score,-32.53720306714749
65,1,score,-32.53720306714749
66,1,score,-32.53720306714749
67,1,score,-32.53720306714749
68,1,score,-32.53720306714749
69,1,score,-32.53720306714749
70,1,score,-32.53720306714749
71,1,score,-32.53720306714749
72,1,score,-32.53720306714749
73,1,score,-32.53720306714749
74,1,score,-32.53720306714749
75,1,score,-32.53720306714749
76,1,score,-32.53720306714749
77,1,score,-32.53720306714749
78,1,score,-32.53720306714749
79,1,score,-32.53720306714749
80,1,score,-32.53720306714749
81,1,score,-32.53720306714749
82,1,score,-32.53720306714749
83,1,score,-32.53720306714749
84,1,score,-32.53720306714749
85,1,score,-32.53720306714749
86,1,score,-32.53720306714749
87,1,score,-32.53720306714749
88,1,score,-32.53720306714749
89,1,score,-32.53720306714749
90,1,score,-32.53720306714749
91,1,score,-32.53720306714749
92,1,score,-32.53720306714749
93,1,score,-32.53720306714749
94,1,score,-32.53720306714749
95,1,score,-32.53720306714749
96,1,score,-32.53720306714749
97,1,score,-32.53720306714749
98,1,score,-32.53720306714749
99,1,score,-32.53720306714749
100,1,score,-32.53720306714749
101,1,score,-32.53720306714749
102,1,score,-32.53720306714749
103,1,score,-32.53720306714749
104,1,score,-32.53720306714749
105,1,score,-32.53720306714749
106,1,score,-32.53720306714749
107,1,score,-32.53720306714749
108,1,score,-32.53720306714749
109,1,score,-32.53720306714749
110,1,score,-32.53720306714749
111,1,score,-32.53720306714749
112,1,score,-32.53720306714749
113,1,score,-32.53720306714749
114,1,score,-32.53720306714749
115,1,score,-32.53720306714749
116,1,score,-32.53720306714749
117,1,score,-32.53720306714749
118,1,score,-32.53720306714749
119,1,score,-32.53720306714749
120,1,score,-32.53720306714749
121,1,score,-32.53720306714749
122,1,score,-32.53720306714749
123,1,score,-32.53720306714749
124,1,score,-32.53720306714749
125,1,score,-32.53720306714749
126,1,score,-32.53720306714749
127,1,score,-32.53720306714749
128,1,score,-32.53720306714749
129,1,score,-33.36734168357837
130,1,score,-33.36734168357837
131,1,score,-33.36734168357837
132,1,score,-33.36734168357837
133,1,score,-33.36734168357837
134,1,score,-33.36734168357837
135,1,score,-33.36734168357837
136,1,score,-33.36734168357837
137,1,score,-33.36734168357837
138,1,score,-33.36734168357837
139,1,score,-33.367341683578374
140,1,score,-33.367341683578374
141,1,score,-33.36734168357837
142,1,score,-33.36734168357837
143,1,score,-33.36734168357837
144,1,score,-33.36734168357837
145,1,score,-33.36734168357837
146,1,score,-33.36734168357837
147,1,score,-33.36734168357837
148,1,score,-33.36734168357837
149,1,score,-33.36734168357837
150,1,score,-33.36734168357837
151,1,score,-33.36734168357837
152,1,score,-33.36734168357837
153,1,score,-33.36734168357837
154,1,score,-33.36734168357837
155,1,score,-33.36734168357837
156,1,score,-33.36734168357837
157,1,score,-33.36734168357837
158,1,score,-33.36734168357837
159,1,score,-33.36734168357837
160,1,score,-33.36734168357837
161,1,score,-33.36734168357837
162,1,score,-33.36734168357837
163,1,score,-33.36734168357837
164,1,score,-33.36734168357837
165,1,score,-33.36734168357837
166,1,score,-33.36734168357837
167,1,score,-32.803031321480354
168,1,score,-32.803031321480354
169,1,score,-32.80303132148035
170,1,score,-32.80303132148035
171,1,score,-32.80303132148035
172,1,score,-32.80303132148035
173,1,score,-32.41899568172114
174,1,score,-32.41899568172114
175,1,score,-32.41899568172114
176,1,score,-32.41899568172114
177,1,score,-32.41899568172114
178,1,score,-32.41899568172114
179,1,score,-32.41899568172114
180,1,score,-32.41899568172114
181,1,score,-32.41899568172114
182,1,score,-32.41899568172114
183,1,score,-32.41899568172114
184,1,score,-32.41899568172114
185,1,score,-32.41899568172114
186,1,score,-32.41899568172114
187,1,score,-32.41899568172114
188,1,score,-32.41899568172114
189,1,score,-32.41899568172114
190,1,score,-32.42522131176804
191,1,score,-32.42522131176804
192,1,score,-32.42522131176804
193,1,score,-32.42522131176804
194,1,score,-32.42522131176804
195,1,score,-32.42522131176804
196,1,score,-32.425221311768034
197,1,score,-32.42522131176804
198,1,score,-32.42522131176804
199,1,score,-32.42522131176804
200,1,score,-32.42522131176804
1,1,alpha,0.055986741380094074
2,1,alpha,0.055986741380094074
3,1,alpha,0.055986741380094074
