Iteration,Chain,Parameter,value
1,1,score,-17.158657915744225
2,1,score,-17.158657915744236
3,1,score,-17.158657915744236
4,1,score,-17.158657915744236
5,1,score,-17.158657915744236
6,1,score,-17.158657915744236
7,1,score,-17.158657915744236
8,1,score,-17.158657915744236
9,1,score,-17.158657915744236
10,1,score,-17.158657915744243
11,1,score,-17.158657915744243
12,1,score,-17.158657915744232
13,1,score,-17.158657915744232
14,1,score,-17.15865791574424
15,1,score,-17.15865791574424
16,1,score,-17.15865791574424
17,1,score,-17.15865791574424
18,1,score,-17.15865791574424
19,1,score,-17.15865791574424
20,1,score,-17.15865791574424
21,1,score,-17.158657915744232
22,1,score,-17.158657915744232
23,1,score,-17.158657915744232
24,1,score,-17.158657915744232
25,1,score,-17.5573021765071
26,1,score,-17.55730217650709
27,1,score,-17.55730217650709
28,1,score,-17.55730217650709
29,1,score,-17.55730217650709
30,1,score,-17.55730217650709
31,1,score,-17.557302176507093
32,1,score,-17.557302176507093
33,1,score,-17.557302176507093
34,1,score,-17.557302176507093
35,1,score,-17.557302176507093
36,1,score,-17.557302176507093
37,1,score,-17.557302176507093
38,1,score,-17.557302176507086
39,1,score,-17.557302176507093
40,1,score,-17.557302176507093
41,1,score,-17.557302176507093
42,1,score,-17.557302176507093
43,1,score,-17.557302176507093
44,1,score,-17.55730217650709
45,1,score,-17.55730217650709
46,1,score,-17.55730217650709
47,1,score,-17.55730217650709
48,1,score,-17.557302176507093
49,1,score,-17.55730217650709
50,1,score,-17.55730217650709
51,1,score,-17.55730217650709
52,1,score,-17.55730217650709
53,1,score,-17.55730217650709
54,1,score,-17.55730217650709
55,1,score,-17.557302176507093
56,1,score,-17.557302176507093
57,1,score,-17.557302176507093
58,1,score,-17.15956060987566
59,1,score,-17.159560609875665
60,1,score,-17.159560609875644
61,1,score,-17.612627855525897
62,1,score,-17.612627855525897
63,1,score,-17.612627855525897
64,1,score,-17.612627855525897
65,1,score,-17.612627855525897
66,1,score,-17.612627855525897
67,1,score,-17.612627855525897
68,1,score,-17.612627855525897
69,1,score,-17.612627855525897
70,1,score,-17.612627855525897
71,1,score,-17.612627855525897
72,1,score,-18.471159474591857
73,1,score,-18.471159474591857
74,1,score,-18.471159474591857
75,1,score,-18.47115947459184
76,1,score,-18.471159474591847
77,1,score,-18.47115947459184
78,1,score,-18.47115947459185
79,1,score,-18.47115947459185
80,1,score,-18.47115947459185
81,1,score,-18.471159474591843
82,1,score,-18.47115947459184
83,1,score,-18.47115947459184
84,1,score,-17.694005113300044
85,1,score,-17.694005113300044
86,1,score,-17.694005113300044
87,1,score,-17.694005113300047
88,1,score,-17.69400511330005
89,1,score,-17.69400511330004
90,1,score,-17.694005113300044
91,1,score,-17.694005113300044
92,1,score,-17.694005113300044
93,1,score,-17.694005113300044
94,1,score,-17.694005113300037
95,1,score,-17.694005113300037
96,1,score,-17.694005113300037
97,1,score,-17.694005113300047
98,1,score,-17.69400511330004
99,1,score,-17.69400511330004
100,1,score,-17.69400511330004
101,1,score,-17.694005113300044
102,1,score,-17.69400511330004
103,1,score,-17.69400511330004
104,1,score,-17.69400511330004
105,1,score,-17.694005113300044
106,1,score,-17.694005113300044
107,1,score,-17.694005113300044
108,1,score,-17.694005113300044
109,1,score,-17.69400511330004
110,1,score,-17.69400511330004
111,1,score,-17.69400511330004
112,1,score,-17.69400511330004
113,1,score,-17.69400511330004
114,1,score,-17.69400511330004
115,1,score,-17.694005113300044
116,1,score,-17.694005113300033
117,1,score,-17.694005113300037
118,1,score,-17.694005113300044
119,1,score,-17.694005113300044
120,1,score,-17.694005113300044
121,1,score,-17.694005113300047
122,1,score,-17.69400511330004
123,1,score,-17.694005113300044
124,1,score,-17.694005113300044
125,1,score,-17.694005113300044
126,1,score,-17.694005113300044
127,1,score,-17.694005113300044
128,1,score,-17.694005113300033
129,1,score,-17.694005113300044
130,1,score,-17.69400511330004
131,1,score,-17.69400511330004
132,1,score,-17.69400511330004
133,1,score,-17.69400511330004
134,1,score,-17.961277494237123
135,1,score,-17.961277494237123
136,1,score,-17.961277494237116
137,1,score,-17.961277494237116
138,1,score,-17.961277494237116
139,1,score,-17.961277494237102
140,1,score,-17.961277494237102
141,1,score,-17.96127749423713
142,1,score,-17.96127749423713
143,1,score,-17.961277494237123
144,1,score,-17.96127749423711
145,1,score,-17.199638857024308
146,1,score,-17.199638857024308
147,1,score,-17.199638857024304
148,1,score,-17.199638857024304
149,1,score,-17.199638857024304
150,1,score,-17.199638857024308
151,1,score,-17.199638857024308
152,1,score,-17.19963885702427
153,1,score,-17.199638857024304
154,1,score,-17.199638857024304
155,1,score,-17.199638857024308
156,1,score,-17.199638857024308
157,1,score,-17.199638857024308
158,1,score,-17.199638857024308
159,1,score,-20.095012080827882
160,1,score,-20.095012080827882
161,1,score,-18.582805144401142
162,1,score,-18.58280514440115
163,1,score,-18.58280514440115
164,1,score,-18.582805144401142
165,1,score,-18.582805144401142
166,1,score,-18.58280514440114
167,1,score,-18.58280514440114
168,1,score,-18.582805144401142
169,1,score,-18.582805144401142
170,1,score,-18.582805144401142
171,1,score,-18.582805144401142
172,1,score,-18.582805144401142
173,1,score,-18.582805144401142
174,1,score,-18.582805144401142
175,1,score,-18.582805144401142
176,1,score,-18.58280514440115
177,1,score,-18.58280514440115
178,1,score,-18.58280514440115
179,1,score,-18.58280514440115
180,1,score,-18.58280514440115
181,1,score,-18.582805144401142
182,1,score,-18.58280514440114
183,1,score,-18.582805144401142
184,1,score,-18.582805144401146
185,1,score,-18.582805144401142
