"","ldf_num","phase","condition","partnersExposure","trialnum","score","partnerVocab","targetObjectName","exposureRate","realLabel","method","typedLabel","adjLabel","clickedObject","responseCorrect","partnerSelection","timestamp","duration","testCorrect","trueClickPoints","trueLabelPoints","toBeDropped","appearance","manipFail","usedEnglishLabels"
"11",1,"game","100_30","None",11,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"")","2007-600.jpg",4,"gazzer","label_click","gazzer","gazzer","gazzer",1,"2007-600.jpg","16:06:03",6761,1,30,100,0,"First",0,0
"12",1,"game","100_30","None",12,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2006-600.jpg",4,"kreeb","label_click","kreeb","kreeb","kreeb",1,"2006-600.jpg","16:06:17",7848,0,30,100,0,"First",0,0
"13",1,"game","100_30","None",13,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2023-600.jpg",2,"toma","label","toma","toma",NA,1,"2023-600.jpg","16:06:26",4730,1,30,100,0,"Second",0,0
"14",1,"game","100_30","None",14,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2056-600.jpg",4,"blicket","label","blicket","blicket",NA,1,"2056-600.jpg","16:06:37",7233,1,30,100,0,"Second",0,0
"15",1,"game","100_30","None",15,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2006-600.jpg",4,"kreeb","label","kreeb","kreeb",NA,1,"2006-600.jpg","16:06:45",5098,0,30,100,0,"Second",0,0
"16",1,"game","100_30","None",16,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2007-600.jpg",4,"gazzer","label","gazzer","gazzer",NA,1,"2007-600.jpg","16:06:52",4210,1,30,100,0,"Second",0,0
"17",1,"game","100_30","None",17,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2025-600.jpg",2,"fep","click",NA,"","fep",1,"2025-600.jpg","16:07:02",3464,0,30,100,0,"Second",0,0
"18",1,"game","100_30","None",18,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2023-600.jpg",2,"toma","label","toma","toma",NA,1,"2023-600.jpg","16:07:12",5434,1,30,100,0,"Third",0,0
"19",1,"game","100_30","None",19,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2056-600.jpg",4,"blicket","label","blicket","blicket",NA,1,"2056-600.jpg","16:07:22",5168,1,30,100,0,"Third",0,0
"20",1,"game","100_30","None",20,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2009-600.jpg",1,"kiv","label_click","kiv","kiv","kiv",1,"2009-600.jpg","16:07:32",6993,1,30,100,0,"Second",0,0
"21",1,"game","100_30","None",21,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2006-600.jpg",4,"kreeb","label","kreeb","kreeb",NA,1,"2006-600.jpg","16:07:44",6634,0,30,100,0,"Third",0,0
"22",1,"game","100_30","None",22,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2001-600.jpg",1,"wug","label","wug","wug",NA,1,"2001-600.jpg","16:07:53",3872,1,30,100,0,"Third",0,0
"23",1,"game","100_30","None",23,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2025-600.jpg",2,"fep","click",NA,"","fep",1,"2025-600.jpg","16:07:59",3064,0,30,100,0,"Third",0,0
"24",1,"game","100_30","None",24,30,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2005-600.jpg",2,"dax","label_click","dax","dax","dax",1,"2005-600.jpg","16:08:11",9050,1,30,100,0,"Second",0,0
"25",1,"game","100_30","None",25,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2009-600.jpg",1,"kiv","label","kiv","kiv",NA,1,"2009-600.jpg","16:08:20",4681,1,30,100,0,"Third",0,0
"26",1,"game","100_30","None",26,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2007-600.jpg",4,"gazzer","label","gazzer","gazzer",NA,1,"2007-600.jpg","16:08:29",5176,1,30,100,0,"Third",0,0
"27",1,"game","100_30","None",27,100,"c(""dax"", ""2005-600.jpg"", ""manu"", ""2002-600.jpg"", ""kiv"", ""2009-600.jpg"", ""toma"", ""2023-600.jpg"", ""blicket"", ""2056-600.jpg"", ""wug"", ""2001-600.jpg"", ""gazzer"", ""2007-600.jpg"", ""kreeb"", ""2006-600.jpg"")","2005-600.jpg",2,"dax","label","dax","dax",NA,1,"2005-600.jpg","16:08:38",4872,1,30,100,0,"Third",0,0
"28",2,"game","100_30","None",1,30,"character(0)","2009-600.jpg",4,"kiv","click",NA,"","kiv",1,"2009-600.jpg","14:35:52",37197,0,30,100,0,"First",0,0
"29",2,"game","100_30","None",2,30,"character(0)","2007-600.jpg",1,"dax","click",NA,"","dax",1,"2007-600.jpg","14:36:27",28787,1,30,100,0,"First",0,0
"30",2,"game","100_30","None",3,30,"character(0)","2025-600.jpg",2,"wug","click",NA,"","wug",1,"2025-600.jpg","14:36:34",3928,1,30,100,0,"First",0,0
"31",2,"game","100_30","None",4,30,"character(0)","2001-600.jpg",2,"fep","click",NA,"","fep",1,"2001-600.jpg","14:36:40",3581,1,30,100,0,"First",0,0
"32",2,"game","100_30","None",5,30,"character(0)","2002-600.jpg",4,"toma","click",NA,"","toma",1,"2002-600.jpg","14:36:47",2941,1,30,100,0,"First",0,0
"33",2,"game","100_30","None",6,30,"character(0)","2023-600.jpg",1,"gazzer","click",NA,"","gazzer",1,"2023-600.jpg","14:36:56",3164,1,30,100,0,"First",0,0
"34",2,"game","100_30","None",7,30,"c(""toma"", ""2002-600.jpg"")","2002-600.jpg",4,"toma","label_click","toma","toma","toma",1,"2002-600.jpg","14:37:14",14427,1,30,100,0,"Second",0,0
"35",2,"game","100_30","None",8,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2006-600.jpg",4,"blicket","label_click","blicket","blicket","blicket",1,"2006-600.jpg","14:37:28",9414,1,30,100,0,"First",0,0
"36",2,"game","100_30","None",9,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2005-600.jpg",1,"kreeb","click",NA,"","kreeb",1,"2005-600.jpg","14:37:37",4692,0,30,100,0,"First",0,0
"37",2,"game","100_30","None",10,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2023-600.jpg",1,"gazzer","click",NA,"","gazzer",1,"2023-600.jpg","14:37:43",3184,1,30,100,0,"Second",0,0
"38",2,"game","100_30","None",11,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2001-600.jpg",2,"fep","click",NA,"","fep",1,"2001-600.jpg","14:37:52",6211,1,30,100,0,"Second",0,0
"39",2,"game","100_30","None",12,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"")","2006-600.jpg",4,"blicket","label","blicket","blicket",NA,1,"2006-600.jpg","14:38:02",7482,1,30,100,0,"Second",0,0
"40",2,"game","100_30","None",13,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"")","2025-600.jpg",2,"wug","label_click","wug","wug","wug",1,"2025-600.jpg","14:38:15",8500,1,30,100,0,"Second",0,0
"41",2,"game","100_30","None",14,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"")","2006-600.jpg",4,"blicket","label","blicket","blicket",NA,1,"2006-600.jpg","14:38:25",6201,1,30,100,0,"Third",0,0
"42",2,"game","100_30","None",15,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"")","2007-600.jpg",1,"dax","label_click","dax","dax","dax",1,"2007-600.jpg","14:38:42",13308,1,30,100,0,"Second",0,0
"43",2,"game","100_30","None",16,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"")","2009-600.jpg",4,"kiv","label_click","kiv","kiv","kiv",1,"2009-600.jpg","14:38:59",11836,0,30,100,0,"Second",0,0
"44",2,"game","100_30","None",17,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"")","2056-600.jpg",2,"manu","click",NA,"","manu",1,"2056-600.jpg","14:39:15",12428,1,30,100,0,"First",0,0
"45",2,"game","100_30","None",18,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"")","2002-600.jpg",4,"toma","label","toma","toma",NA,1,"2002-600.jpg","14:39:26",5808,1,30,100,0,"Third",0,0
"46",2,"game","100_30","None",19,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"")","2023-600.jpg",1,"gazzer","label_click","gazzer","gazzer","gazzer",1,"2023-600.jpg","14:39:41",12660,1,30,100,0,"Third",0,0
"47",2,"game","100_30","None",20,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"")","2005-600.jpg",1,"kreeb","label_click","kreeb","kreeb","kreeb",1,"2005-600.jpg","14:39:58",10552,0,30,100,0,"Second",0,0
"48",2,"game","100_30","None",21,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"")","2001-600.jpg",2,"fep","label_click","fep","fep","fep",1,"2001-600.jpg","14:40:16",14235,1,30,100,0,"Third",0,0
"49",2,"game","100_30","None",22,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2056-600.jpg",2,"manu","label_click","manu","manu","manu",1,"2056-600.jpg","14:40:31",12468,1,30,100,0,"Second",0,0
"50",2,"game","100_30","None",23,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2009-600.jpg",4,"kiv","label","kiv","kiv",NA,1,"2009-600.jpg","14:40:46",8077,0,30,100,0,"Third",0,0
"51",2,"game","100_30","None",24,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2005-600.jpg",1,"kreeb","label","kreeb","kreeb",NA,1,"2005-600.jpg","14:40:57",7936,0,30,100,0,"Third",0,0
"52",2,"game","100_30","None",25,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2056-600.jpg",2,"manu","label","manu","manu",NA,1,"2056-600.jpg","14:41:11",11144,1,30,100,0,"Third",0,0
"53",2,"game","100_30","None",26,100,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2007-600.jpg",1,"dax","label","dax","dax",NA,1,"2007-600.jpg","14:41:23",8997,1,30,100,0,"Third",0,0
"54",2,"game","100_30","None",27,30,"c(""toma"", ""2002-600.jpg"", ""blicket"", ""2006-600.jpg"", ""wug"", ""2025-600.jpg"", ""dax"", ""2007-600.jpg"", ""kiv"", ""2009-600.jpg"", ""gazzer"", ""2023-600.jpg"", ""kreeb"", ""2005-600.jpg"", ""fep"", ""2001-600.jpg"", ""manu"", ""2056-600.jpg"")","2025-600.jpg",2,"wug","label_click","wug","wug","wug",1,"2025-600.jpg","14:41:45",12112,1,30,100,0,"Third",0,0
"55",3,"game","100_30","None",1,30,"character(0)","2025-600.jpg",2,"wug","click",NA,"","wug",1,"2025-600.jpg","15:46:40",5456,1,30,100,0,"First",0,0
"56",3,"game","100_30","None",2,30,"character(0)","2005-600.jpg",2,"blicket","click",NA,"","blicket",1,"2005-600.jpg","15:46:46",3360,0,30,100,0,"First",0,0
"57",3,"game","100_30","None",3,30,"c(""toma"", ""2002-600.jpg"")","2002-600.jpg",4,"toma","label_click","toma","toma","toma",1,"2002-600.jpg","15:46:56",5576,1,30,100,0,"First",0,0
"58",3,"game","100_30","None",4,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"")","2025-600.jpg",2,"wug","label_click","wuz","wug","wug",1,"2025-600.jpg","15:47:03",5208,1,30,100,0,"Second",0,0
"59",3,"game","100_30","None",5,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"")","2009-600.jpg",4,"fep","label_click","zug","wug","fep",1,"2009-600.jpg","15:47:18",11240,1,30,100,0,"First",0,0
"60",3,"game","100_30","None",6,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"")","2056-600.jpg",2,"manu","label_click","rar","dax","manu",1,"2056-600.jpg","15:47:27",4855,0,30,100,0,"First",0,0
"61",3,"game","100_30","None",7,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"")","2005-600.jpg",2,"blicket","label_click","weg","wug","blicket",1,"2005-600.jpg","15:47:36",5337,0,30,100,0,"Second",0,0
"62",3,"game","100_30","None",8,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"")","2001-600.jpg",4,"kreeb","label_click","kreeb","kreeb","kreeb",1,"2001-600.jpg","15:47:45",7473,1,30,100,0,"First",0,0
"63",3,"game","100_30","None",9,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"")","2006-600.jpg",1,"dax","label_click","gazz","gazzer","dax",1,"2006-600.jpg","15:47:53",3543,0,30,100,0,"First",0,0
"64",3,"game","100_30","None",10,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"")","2002-600.jpg",4,"toma","label","toma","toma",NA,1,"2002-600.jpg","15:47:59",3176,1,30,100,0,"Second",0,0
"65",3,"game","100_30","None",11,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2023-600.jpg",1,"kiv","label_click","kager","","kiv",1,"2023-600.jpg","15:48:10",6665,1,30,100,0,"First",0,0
"66",3,"game","100_30","None",12,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2025-600.jpg",2,"wug","label","wuz","wuz",NA,1,"2025-600.jpg","15:48:17",3392,1,30,100,0,"Third",0,0
"67",3,"game","100_30","None",13,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2006-600.jpg",1,"dax","label","gazz","gazz",NA,1,"2006-600.jpg","15:48:23",2368,0,30,100,0,"Second",0,0
"68",3,"game","100_30","None",14,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2023-600.jpg",1,"kiv","click",NA,"","kiv",1,"2023-600.jpg","15:48:28",2519,1,30,100,0,"Second",0,0
"69",3,"game","100_30","None",15,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2009-600.jpg",4,"fep","click",NA,"","fep",1,"2009-600.jpg","15:48:33",1707,1,30,100,0,"Second",0,0
"70",3,"game","100_30","None",16,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2056-600.jpg",2,"manu","click",NA,"","manu",1,"2056-600.jpg","15:48:40",3056,0,30,100,0,"Second",0,0
"71",3,"game","100_30","None",17,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"")","2006-600.jpg",1,"dax","label","gazz","gazz",NA,1,"2006-600.jpg","15:48:44",2057,0,30,100,0,"Third",0,0
"72",3,"game","100_30","None",18,30,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2007-600.jpg",1,"gazzer","label_click","kader","kager","gazzer",1,"2007-600.jpg","15:48:54",5825,1,30,100,0,"First",0,0
"73",3,"game","100_30","None",19,100,"c(""toma"", ""2002-600.jpg"", ""wuz"", ""2025-600.jpg"", ""zug"", ""2009-600.jpg"", ""rar"", ""2056-600.jpg"", ""weg"", ""2005-600.jpg"", ""kreeb"", ""2001-600.jpg"", ""gazz"", ""2006-600.jpg"", ""kager"", ""2023-600.jpg"", ""kader"", ""2007-600.jpg"")","2002-600.jpg",4,"toma","label","toma","toma",NA,1,"2002-600.jpg","15:49:01",2880,1,30,100,0,"Third",0,0
