"","subID","condition","trialnum","targetLabel","exposureRate","knownAdj","method","typedLabel","communicationCorrect","gameClosest","gameDistance","communicationCorrectAdj","firstTrial","trueClickPoints","trueLabelPoints"
"778",53,"80_50",39,"kreeb",2,1,"label","kreeb",1,"kreeb",0,1,"First",50,80
"779",53,"80_50",40,"fep",4,1,"label","fep",1,"fep",0,1,"First",50,80
"780",53,"80_50",41,"kreeb",2,1,"label","kreeb",1,"kreeb",0,1,"Second",50,80
"781",53,"80_50",42,"toma",2,1,"label","toma",1,"toma",0,1,"First",50,80
"782",53,"80_50",43,"dax",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"783",53,"80_50",44,"kiv",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"784",53,"80_50",45,"toma",2,1,"label","toma",1,"toma",0,1,"Second",50,80
"785",53,"80_50",46,"gazzer",2,1,"label","glazzer",1,"gazzer",1,1,"First",50,80
"786",53,"80_50",47,"manu",4,1,"label","manu",1,"manu",0,1,"Second",50,80
"787",53,"80_50",48,"dax",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"788",53,"80_50",49,"blicket",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"789",53,"80_50",50,"fep",4,1,"label","fep",1,"fep",0,1,"Second",50,80
"790",53,"80_50",51,"gazzer",2,1,"label","glazzer",1,"gazzer",1,1,"Second",50,80
"791",53,"80_50",52,"wug",4,1,"label","wug",1,"wug",0,1,"Second",50,80
"792",53,"80_50",53,"kiv",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"793",54,"80_50",36,"toma",2,1,"label","toma",1,"toma",0,1,"First",50,80
"794",54,"80_50",37,"kiv",1,1,"label","kiv",1,"kiv",0,1,"First",50,80
"795",54,"80_50",38,"manu",2,1,"label","manu",1,"manu",0,1,"First",50,80
"796",54,"80_50",39,"wug",4,1,"label","wug",1,"wug",0,1,"First",50,80
"797",54,"80_50",40,"gazzer",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"798",54,"80_50",41,"fep",1,NA,"label","weg",0,"wug",1,0,"First",50,80
"799",54,"80_50",42,"dax",4,1,"label","dax",1,"dax",0,1,"First",50,80
"800",54,"80_50",43,"manu",2,1,"label","manu",1,"manu",0,1,"Second",50,80
"801",54,"80_50",44,"blicket",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"802",54,"80_50",45,"kiv",1,1,"label","kiv",1,"kiv",0,1,"Second",50,80
"803",54,"80_50",46,"kreeb",2,1,"label","kreeg",1,"kreeb",1,1,"First",50,80
"804",54,"80_50",47,"blicket",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"805",54,"80_50",48,"wug",4,1,"label","wug",1,"wug",0,1,"Second",50,80
"806",54,"80_50",49,"fep",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"807",54,"80_50",50,"toma",2,1,"label","toma",1,"toma",0,1,"Second",50,80
"808",54,"80_50",51,"gazzer",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"809",54,"80_50",52,"kreeb",2,1,"label","kreeg",1,"kreeb",1,1,"Second",50,80
"810",54,"80_50",53,"dax",4,1,"label","dax",1,"dax",0,1,"Second",50,80
"811",55,"80_50",36,"dax",2,1,"label","dax",1,"dax",0,1,"First",50,80
"812",55,"80_50",37,"gazzer",1,1,"label","gazzer",1,"gazzer",0,1,"First",50,80
"813",55,"80_50",38,"kreeb",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"814",55,"80_50",39,"kiv",4,1,"label","kiz",1,"kiv",1,1,"First",50,80
"815",55,"80_50",40,"blicket",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"816",55,"80_50",41,"fep",2,1,"label","fep",1,"fep",0,1,"First",50,80
"817",55,"80_50",42,"manu",4,1,"label","manu",1,"manu",0,1,"First",50,80
"818",55,"80_50",43,"gazzer",1,1,"label","gazzer",1,"gazzer",0,1,"Second",50,80
"819",55,"80_50",44,"toma",4,1,"label","toma",1,"toma",0,1,"First",50,80
"820",55,"80_50",45,"dax",2,1,"label","dax",1,"dax",0,1,"Second",50,80
"821",55,"80_50",46,"blicket",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"822",55,"80_50",47,"fep",2,1,"label","fep",1,"fep",0,1,"Second",50,80
"823",55,"80_50",48,"wug",2,1,"label","wug",1,"wug",0,1,"First",50,80
"824",55,"80_50",49,"kreeb",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"825",55,"80_50",50,"wug",2,1,"label","wug",1,"wug",0,1,"Second",50,80
"826",55,"80_50",51,"toma",4,1,"label","toma",1,"toma",0,1,"Second",50,80
"827",55,"80_50",52,"manu",4,1,"label","manu",1,"manu",0,1,"Second",50,80
"828",55,"80_50",53,"kiv",4,1,"label","kiz",1,"kiv",1,1,"Second",50,80
"829",56,"80_50",36,"wug",1,NA,"label","wug",1,"wug",0,1,"First",50,80
"830",56,"80_50",37,"dax",1,NA,"label","dax",1,"dax",0,1,"First",50,80
"831",56,"80_50",38,"wug",1,NA,"label","wug",1,"wug",0,1,"Second",50,80
"832",56,"80_50",39,"kreeb",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"833",56,"80_50",40,"gazzer",2,1,"label","gazzer",1,"gazzer",0,1,"First",50,80
"834",56,"80_50",41,"blicket",4,1,"label","blicket",1,"blicket",0,1,"First",50,80
"835",56,"80_50",42,"dax",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"836",56,"80_50",43,"kiv",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"837",56,"80_50",44,"manu",2,1,"label","manu",1,"manu",0,1,"First",50,80
"838",56,"80_50",45,"fep",4,0,"click",NA,1,NA,NA,NA,"First",50,80
"839",56,"80_50",46,"manu",2,1,"label","manu",1,"manu",0,1,"Second",50,80
"840",56,"80_50",47,"toma",1,1,"label","toma",1,"toma",0,1,"First",50,80
"841",56,"80_50",48,"kreeb",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"842",56,"80_50",49,"fep",4,0,"label","wug",0,"wug",0,0,"Second",50,80
"843",56,"80_50",50,"toma",1,1,"label","toma",1,"toma",0,1,"Second",50,80
"844",56,"80_50",51,"kiv",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"845",56,"80_50",52,"gazzer",2,1,"label","gazzer",1,"gazzer",0,1,"Second",50,80
"846",56,"80_50",53,"blicket",4,1,"label","blicket",1,"blicket",0,1,"Second",50,80
"847",57,"80_50",36,"manu",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"848",57,"80_50",37,"blicket",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"849",57,"80_50",38,"kreeb",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"850",57,"80_50",39,"wug",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"851",57,"80_50",40,"dax",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"852",57,"80_50",41,"toma",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"853",57,"80_50",42,"manu",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"854",57,"80_50",43,"kreeb",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"855",57,"80_50",44,"toma",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"856",57,"80_50",45,"blicket",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"857",57,"80_50",46,"gazzer",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"858",57,"80_50",47,"fep",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"859",57,"80_50",48,"kiv",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"860",57,"80_50",49,"fep",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"861",57,"80_50",50,"gazzer",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"862",57,"80_50",51,"wug",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"863",57,"80_50",52,"kiv",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"864",57,"80_50",53,"dax",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"865",58,"80_50",36,"gazzer",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"866",58,"80_50",37,"dax",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"867",58,"80_50",38,"kiv",2,1,"label","kiv",1,"kiv",0,1,"First",50,80
"868",58,"80_50",39,"wug",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"869",58,"80_50",40,"manu",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"870",58,"80_50",41,"kiv",2,1,"label","kiv",1,"kiv",0,1,"Second",50,80
"871",58,"80_50",42,"kreeb",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"872",58,"80_50",43,"manu",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"873",58,"80_50",44,"dax",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"874",58,"80_50",45,"blicket",4,1,"label","blicket",1,"blicket",0,1,"First",50,80
"875",58,"80_50",46,"kreeb",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"876",58,"80_50",47,"toma",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"877",58,"80_50",48,"gazzer",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"878",58,"80_50",49,"wug",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"879",58,"80_50",50,"fep",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"880",58,"80_50",51,"toma",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"881",58,"80_50",52,"blicket",4,1,"label","blicket",1,"blicket",0,1,"Second",50,80
"882",58,"80_50",53,"fep",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"883",59,"80_50",36,"wug",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"884",59,"80_50",37,"manu",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"885",59,"80_50",38,"gazzer",4,1,"label","gazzer",1,"gazzer",0,1,"First",50,80
"886",59,"80_50",39,"wug",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"887",59,"80_50",40,"fep",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"888",59,"80_50",41,"blicket",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"889",59,"80_50",42,"dax",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"890",59,"80_50",43,"fep",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"891",59,"80_50",44,"kiv",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"892",59,"80_50",45,"toma",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"893",59,"80_50",46,"kreeb",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"894",59,"80_50",47,"gazzer",4,1,"label","gazzer",1,"gazzer",0,1,"Second",50,80
"895",59,"80_50",48,"blicket",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"896",59,"80_50",49,"dax",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"897",59,"80_50",50,"kreeb",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"898",59,"80_50",51,"toma",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"899",59,"80_50",52,"kiv",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"900",59,"80_50",53,"manu",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"901",60,"80_50",36,"dax",4,NA,"label","dem",1,"fep",2,0,"First",50,80
"902",60,"80_50",37,"toma",4,1,"label","toma",1,"toma",0,1,"First",50,80
"903",60,"80_50",38,"gazzer",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"904",60,"80_50",39,"manu",2,1,"label","muze",0,"manu",3,1,"First",50,80
"905",60,"80_50",40,"fep",1,NA,"label","fip",1,"fep",1,1,"First",50,80
"906",60,"80_50",41,"kiv",2,1,"label","bip",1,"kiv",2,1,"First",50,80
"907",60,"80_50",42,"toma",4,1,"label","toma",1,"toma",0,1,"Second",50,80
"908",60,"80_50",43,"wug",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"909",60,"80_50",44,"dax",4,NA,"label","dem",0,"fep",2,0,"Second",50,80
"910",60,"80_50",45,"kreeb",4,1,"label","kaaub",0,"manu",3,0,"First",50,80
"911",60,"80_50",46,"kiv",2,1,"label","bip",1,"kiv",2,1,"Second",50,80
"912",60,"80_50",47,"fep",1,NA,"label","fip",1,"fep",1,1,"Second",50,80
"913",60,"80_50",48,"blicket",1,1,"label","blippet",1,"blicket",2,1,"First",50,80
"914",60,"80_50",49,"manu",2,1,"label","muzo",0,"wug",3,0,"Second",50,80
"915",60,"80_50",50,"kreeb",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"916",60,"80_50",51,"gazzer",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"917",60,"80_50",52,"blicket",1,1,"label","blippet",1,"blicket",2,1,"Second",50,80
"918",60,"80_50",53,"wug",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
