"","subID","condition","trialnum","targetLabel","exposureRate","knownAdj","method","typedLabel","communicationCorrect","gameClosest","gameDistance","communicationCorrectAdj","firstTrial","trueClickPoints","trueLabelPoints"
"473",35,"80_50",40,"toma",1,1,"label","toma",1,"toma",0,1,"First",50,80
"474",35,"80_50",41,"kiv",4,0,"label","dax",0,"dax",0,0,"First",50,80
"475",35,"80_50",42,"manu",1,1,"label","manu",1,"manu",0,1,"First",50,80
"476",35,"80_50",43,"kreeb",2,1,"label","gleep",0,"kreeb",3,1,"First",50,80
"477",35,"80_50",44,"wug",2,0,"label","wep",0,"fep",1,0,"First",50,80
"478",35,"80_50",45,"toma",1,1,"label","toma",1,"toma",0,1,"Second",50,80
"479",35,"80_50",46,"kiv",4,0,"click",NA,1,NA,NA,NA,"Second",50,80
"480",35,"80_50",47,"wug",2,0,"label","wug",1,"wug",0,1,"Second",50,80
"481",35,"80_50",48,"blicket",2,1,"label","blicket",1,"blicket",0,1,"Second",50,80
"482",35,"80_50",49,"manu",1,1,"label","manu",1,"manu",0,1,"Second",50,80
"483",35,"80_50",50,"dax",4,1,"label","dax",1,"dax",0,1,"Second",50,80
"484",35,"80_50",51,"fep",4,0,"click",NA,1,NA,NA,NA,"Second",50,80
"485",35,"80_50",52,"kreeb",2,1,"label","gleep",0,"fep",3,0,"Second",50,80
"486",35,"80_50",53,"gazzer",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"487",36,"80_50",36,"wug",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"488",36,"80_50",37,"kiv",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"489",36,"80_50",38,"blicket",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"490",36,"80_50",39,"fep",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"491",36,"80_50",40,"manu",2,0,"click",NA,1,NA,NA,NA,"First",50,80
"492",36,"80_50",41,"blicket",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"493",36,"80_50",42,"gazzer",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"494",36,"80_50",43,"toma",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"495",36,"80_50",44,"manu",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"496",36,"80_50",45,"fep",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"497",36,"80_50",46,"wug",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"498",36,"80_50",47,"dax",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"499",36,"80_50",48,"toma",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"500",36,"80_50",49,"kreeb",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"501",36,"80_50",50,"gazzer",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"502",36,"80_50",51,"kreeb",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"503",36,"80_50",52,"dax",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"504",36,"80_50",53,"kiv",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"505",37,"80_50",36,"manu",1,1,"label","manu",1,"manu",0,1,"First",50,80
"506",37,"80_50",37,"kreeb",2,1,"label","kreeb",1,"kreeb",0,1,"First",50,80
"507",37,"80_50",38,"toma",4,1,"label","toma",1,"toma",0,1,"First",50,80
"508",37,"80_50",39,"dax",1,1,"label","dax",1,"dax",0,1,"First",50,80
"509",37,"80_50",40,"blicket",4,1,"label","blicket",1,"blicket",0,1,"First",50,80
"510",37,"80_50",41,"toma",4,1,"label","toma",1,"toma",0,1,"Second",50,80
"511",37,"80_50",42,"fep",2,1,"label","fep",1,"fep",0,1,"First",50,80
"512",37,"80_50",43,"manu",1,1,"label","manu",1,"manu",0,1,"Second",50,80
"513",37,"80_50",44,"kiv",1,1,"label","kiv",1,"kiv",0,1,"First",50,80
"514",37,"80_50",45,"dax",1,1,"label","dax",1,"dax",0,1,"Second",50,80
"515",37,"80_50",46,"kiv",1,1,"label","kiv",1,"kiv",0,1,"Second",50,80
"516",37,"80_50",47,"gazzer",2,1,"label","gazzer",1,"gazzer",0,1,"First",50,80
"517",37,"80_50",48,"wug",4,1,"label","wug",1,"wug",0,1,"First",50,80
"518",37,"80_50",49,"kreeb",2,1,"label","kreeb",1,"kreeb",0,1,"Second",50,80
"519",37,"80_50",50,"fep",2,1,"label","fep",1,"fep",0,1,"Second",50,80
"520",37,"80_50",51,"wug",4,1,"label","wug",1,"wug",0,1,"Second",50,80
"521",37,"80_50",52,"gazzer",2,1,"label","gazzer",1,"gazzer",0,1,"Second",50,80
"522",37,"80_50",53,"blicket",4,1,"label","blicket",1,"blicket",0,1,"Second",50,80
"523",38,"80_50",36,"kreeb",2,1,"label","treeb",1,"kreeb",1,1,"First",50,80
"524",38,"80_50",37,"kiv",4,1,"label","kiv",1,"kiv",0,1,"First",50,80
"525",38,"80_50",38,"dax",1,1,"label","bax",1,"dax",1,1,"First",50,80
"526",38,"80_50",39,"gazzer",4,1,"label","gazzel",1,"gazzer",1,1,"First",50,80
"527",38,"80_50",40,"wug",1,1,"click",NA,1,NA,NA,NA,"First",50,80
"528",38,"80_50",41,"kreeb",2,1,"label","treeb",1,"kreeb",1,1,"Second",50,80
"529",38,"80_50",42,"fep",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"530",38,"80_50",43,"manu",2,1,"label","manu",1,"manu",0,1,"First",50,80
"531",38,"80_50",44,"toma",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"532",38,"80_50",45,"blicket",4,1,"label","bikkit",0,"blicket",3,1,"First",50,80
"533",38,"80_50",46,"wug",1,1,"click",NA,1,NA,NA,NA,"Second",50,80
"534",38,"80_50",47,"gazzer",4,1,"label","gazzel",1,"gazzer",1,1,"Second",50,80
"535",38,"80_50",48,"manu",2,1,"label","manu",1,"manu",0,1,"Second",50,80
"536",38,"80_50",49,"toma",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"537",38,"80_50",50,"blicket",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"538",38,"80_50",51,"kiv",4,1,"label","kiv",1,"kiv",0,1,"Second",50,80
"539",38,"80_50",52,"fep",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"540",38,"80_50",53,"dax",1,1,"label","bax",1,"dax",1,1,"Second",50,80
"541",39,"80_50",36,"kreeb",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"542",39,"80_50",37,"toma",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"543",39,"80_50",38,"dax",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"544",39,"80_50",39,"kiv",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"545",39,"80_50",40,"kreeb",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"546",39,"80_50",41,"fep",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"547",39,"80_50",42,"blicket",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"548",39,"80_50",43,"gazzer",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"549",39,"80_50",44,"kiv",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"550",39,"80_50",45,"fep",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"551",39,"80_50",46,"wug",1,1,"click",NA,1,NA,NA,NA,"First",50,80
"552",39,"80_50",47,"toma",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"553",39,"80_50",48,"gazzer",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"554",39,"80_50",49,"manu",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"555",39,"80_50",50,"blicket",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"556",39,"80_50",51,"manu",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"557",39,"80_50",52,"wug",1,1,"click",NA,1,NA,NA,NA,"Second",50,80
"558",39,"80_50",53,"dax",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"559",40,"80_50",36,"kiv",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"560",40,"80_50",37,"gazzer",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"561",40,"80_50",38,"kreeb",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"562",40,"80_50",39,"dax",4,1,"label","dax",1,"dax",0,1,"First",50,80
"563",40,"80_50",40,"wug",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"564",40,"80_50",41,"fep",4,1,"label","feb",1,"fep",1,1,"First",50,80
"565",40,"80_50",42,"manu",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"566",40,"80_50",43,"dax",4,1,"label","dax",1,"dax",0,1,"Second",50,80
"567",40,"80_50",44,"kreeb",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"568",40,"80_50",45,"toma",1,1,"click",NA,1,NA,NA,NA,"First",50,80
"569",40,"80_50",46,"fep",4,1,"label","feb",1,"fep",1,1,"Second",50,80
"570",40,"80_50",47,"blicket",4,1,"label","blicket",1,"blicket",0,1,"First",50,80
"571",40,"80_50",48,"gazzer",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"572",40,"80_50",49,"blicket",4,1,"label","blicket",1,"blicket",0,1,"Second",50,80
"573",40,"80_50",50,"manu",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"574",40,"80_50",51,"wug",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"575",40,"80_50",52,"kiv",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"576",40,"80_50",53,"toma",1,1,"click",NA,1,NA,NA,NA,"Second",50,80
"577",41,"80_50",36,"kreeb",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"578",41,"80_50",37,"blicket",4,1,"label","blicket",1,"blicket",0,1,"First",50,80
"579",41,"80_50",38,"toma",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"580",41,"80_50",39,"manu",4,1,"label","manu",1,"manu",0,1,"First",50,80
"581",41,"80_50",40,"toma",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"582",41,"80_50",41,"kiv",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"583",41,"80_50",42,"gazzer",4,1,"label","gizzer",1,"gazzer",1,1,"First",50,80
"584",41,"80_50",43,"manu",4,1,"label","manu",1,"manu",0,1,"Second",50,80
"585",41,"80_50",44,"gazzer",4,1,"label","giuzzer",1,"gazzer",2,1,"Second",50,80
"586",41,"80_50",45,"blicket",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"587",41,"80_50",46,"kreeb",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"588",41,"80_50",47,"wug",2,0,"click",NA,1,NA,NA,NA,"First",50,80
"589",41,"80_50",48,"fep",2,0,"click",NA,0,NA,NA,NA,"First",50,80
"590",41,"80_50",49,"wug",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"591",41,"80_50",50,"dax",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"592",41,"80_50",51,"kiv",1,NA,"click",NA,0,NA,NA,NA,"Second",50,80
"593",41,"80_50",52,"fep",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"594",41,"80_50",53,"dax",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"595",42,"80_50",36,"kiv",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"596",42,"80_50",37,"fep",2,1,"label","fep",1,"fep",0,1,"First",50,80
"597",42,"80_50",38,"toma",4,1,"label","toma",1,"toma",0,1,"First",50,80
"598",42,"80_50",39,"gazzer",2,1,"label","gazzer",1,"gazzer",0,1,"First",50,80
"599",42,"80_50",40,"kreeb",2,1,"label","kreeb",1,"kreeb",0,1,"First",50,80
"600",42,"80_50",41,"gazzer",2,1,"label","gazzer",1,"gazzer",0,1,"Second",50,80
"601",42,"80_50",42,"wug",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"602",42,"80_50",43,"dax",4,1,"label","dax",1,"dax",0,1,"First",50,80
"603",42,"80_50",44,"wug",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"604",42,"80_50",45,"kiv",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"605",42,"80_50",46,"blicket",4,1,"label","blicket",1,"blicket",0,1,"First",50,80
"606",42,"80_50",47,"manu",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"607",42,"80_50",48,"toma",4,1,"label","toma",1,"toma",0,1,"Second",50,80
"608",42,"80_50",49,"blicket",4,1,"label","blicket",1,"blicket",0,1,"Second",50,80
"609",42,"80_50",50,"dax",4,1,"label","dax",1,"dax",0,1,"Second",50,80
"610",42,"80_50",51,"fep",2,1,"label","fep",1,"fep",0,1,"Second",50,80
"611",42,"80_50",52,"manu",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"612",42,"80_50",53,"kreeb",2,1,"label","kreeb",1,"kreeb",0,1,"Second",50,80
"613",43,"80_50",36,"blicket",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"614",43,"80_50",37,"wug",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"615",43,"80_50",38,"kiv",2,0,"click",NA,1,NA,NA,NA,"First",50,80
"616",43,"80_50",39,"toma",4,1,"label","toma",1,"toma",0,1,"First",50,80
"617",43,"80_50",40,"kiv",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"618",43,"80_50",41,"blicket",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"619",43,"80_50",42,"manu",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"620",43,"80_50",43,"fep",4,1,"label","fep",1,"fep",0,1,"First",50,80
"621",43,"80_50",44,"manu",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"622",43,"80_50",45,"gazzer",4,1,"label","gazzer",1,"gazzer",0,1,"First",50,80
"623",43,"80_50",46,"toma",4,1,"label","toma",1,"toma",0,1,"Second",50,80
"624",43,"80_50",47,"gazzer",4,1,"label","gazzer",1,"gazzer",0,1,"Second",50,80
"625",43,"80_50",48,"kreeb",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"626",43,"80_50",49,"dax",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"627",43,"80_50",50,"fep",4,1,"label","fep",1,"fep",0,1,"Second",50,80
"628",43,"80_50",51,"wug",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"629",43,"80_50",52,"kreeb",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"630",43,"80_50",53,"dax",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"631",44,"80_50",36,"dax",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"632",44,"80_50",37,"kreeb",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"633",44,"80_50",38,"wug",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"634",44,"80_50",39,"toma",4,0,"click",NA,1,NA,NA,NA,"First",50,80
"635",44,"80_50",40,"wug",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"636",44,"80_50",41,"gazzer",4,NA,"label","gazzer",1,"gazzer",0,1,"First",50,80
"637",44,"80_50",42,"blicket",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"638",44,"80_50",43,"toma",4,0,"click",NA,1,NA,NA,NA,"Second",50,80
"639",44,"80_50",44,"dax",2,1,"label","dax",1,"dax",0,1,"Second",50,80
"640",44,"80_50",45,"manu",1,1,"click",NA,1,NA,NA,NA,"First",50,80
"641",44,"80_50",46,"kiv",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"642",44,"80_50",47,"fep",4,1,"label","fex",1,"fep",1,1,"First",50,80
"643",44,"80_50",48,"kreeb",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"644",44,"80_50",49,"kiv",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"645",44,"80_50",50,"manu",1,1,"click",NA,1,NA,NA,NA,"Second",50,80
"646",44,"80_50",51,"fep",4,1,"label","fex",1,"fep",1,1,"Second",50,80
"647",44,"80_50",52,"gazzer",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"648",44,"80_50",53,"blicket",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"649",45,"80_50",36,"blicket",2,1,"label","blicket",1,"blicket",0,1,"First",50,80
"650",45,"80_50",37,"toma",1,1,"label","toma",1,"toma",0,1,"First",50,80
"651",45,"80_50",38,"kiv",4,1,"label","kiv",1,"kiv",0,1,"First",50,80
"652",45,"80_50",39,"fep",1,1,"label","fep",1,"fep",0,1,"First",50,80
"653",45,"80_50",40,"gazzer",1,1,"label","gazzer",1,"gazzer",0,1,"First",50,80
"654",45,"80_50",41,"toma",1,1,"label","toma",1,"toma",0,1,"Second",50,80
"655",45,"80_50",42,"kreeb",2,1,"label","kreed",1,"kreeb",1,1,"First",50,80
"656",45,"80_50",43,"fep",1,1,"label","fep",1,"fep",0,1,"Second",50,80
"657",45,"80_50",44,"wug",4,1,"label","wug",1,"wug",0,1,"First",50,80
"658",45,"80_50",45,"dax",4,1,"label","dax",1,"dax",0,1,"First",50,80
"659",45,"80_50",46,"manu",2,1,"label","manu",1,"manu",0,1,"First",50,80
"660",45,"80_50",47,"kreeb",2,1,"label","kreed",1,"kreeb",1,1,"Second",50,80
"661",45,"80_50",48,"blicket",2,1,"label","blicket",1,"blicket",0,1,"Second",50,80
"662",45,"80_50",49,"kiv",4,1,"label","kiv",1,"kiv",0,1,"Second",50,80
"663",45,"80_50",50,"dax",4,1,"label","dax",1,"dax",0,1,"Second",50,80
"664",45,"80_50",51,"manu",2,1,"label","manu",1,"manu",0,1,"Second",50,80
"665",45,"80_50",52,"wug",4,1,"label","wug",1,"wug",0,1,"Second",50,80
"666",45,"80_50",53,"gazzer",1,1,"label","gazzer",1,"gazzer",0,1,"Second",50,80
"667",46,"80_50",36,"blicket",2,0,"click",NA,1,NA,NA,NA,"First",50,80
"668",46,"80_50",37,"gazzer",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"669",46,"80_50",38,"kiv",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"670",46,"80_50",39,"wug",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"671",46,"80_50",40,"dax",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"672",46,"80_50",41,"manu",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"673",46,"80_50",42,"fep",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"674",46,"80_50",43,"kreeb",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"675",46,"80_50",44,"manu",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"676",46,"80_50",45,"toma",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"677",46,"80_50",46,"fep",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"678",46,"80_50",47,"kreeb",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"679",46,"80_50",48,"dax",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"680",46,"80_50",49,"toma",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"681",46,"80_50",50,"gazzer",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"682",46,"80_50",51,"blicket",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"683",46,"80_50",52,"wug",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"684",46,"80_50",53,"kiv",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"685",47,"80_50",36,"gazzer",1,1,"label","gazzer",1,"gazzer",0,1,"First",50,80
"686",47,"80_50",37,"manu",4,1,"label","manu",1,"manu",0,1,"First",50,80
"687",47,"80_50",38,"blicket",1,1,"label","blicket",1,"blicket",0,1,"First",50,80
"688",47,"80_50",39,"fep",2,1,"label","fep",1,"fep",0,1,"First",50,80
"689",47,"80_50",40,"blicket",1,1,"label","blicket",1,"blicket",0,1,"Second",50,80
"690",47,"80_50",41,"kiv",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"691",47,"80_50",42,"kreeb",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"692",47,"80_50",43,"dax",4,1,"label","dax",1,"dax",0,1,"First",50,80
"693",47,"80_50",44,"wug",4,1,"label","wug",1,"wug",0,1,"First",50,80
"694",47,"80_50",45,"gazzer",1,1,"label","gazzer",1,"gazzer",0,1,"Second",50,80
"695",47,"80_50",46,"kreeb",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"696",47,"80_50",47,"manu",4,1,"label","manu",1,"manu",0,1,"Second",50,80
"697",47,"80_50",48,"dax",4,1,"label","dax",1,"dax",0,1,"Second",50,80
"698",47,"80_50",49,"toma",2,1,"label","toma",1,"toma",0,1,"First",50,80
"699",47,"80_50",50,"kiv",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"700",47,"80_50",51,"fep",2,1,"label","fep",1,"fep",0,1,"Second",50,80
"701",47,"80_50",52,"toma",2,1,"label","toma",1,"toma",0,1,"Second",50,80
"702",47,"80_50",53,"wug",4,1,"label","wug",1,"wug",0,1,"Second",50,80
"703",49,"80_50",36,"kreeb",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"704",49,"80_50",37,"manu",2,1,"label","manu",1,"manu",0,1,"First",50,80
"705",49,"80_50",38,"toma",4,1,"label","toma",1,"toma",0,1,"First",50,80
"706",49,"80_50",39,"wug",4,1,"label","wug",1,"wug",0,1,"First",50,80
"707",49,"80_50",40,"manu",2,1,"label","manu",1,"manu",0,1,"Second",50,80
"708",49,"80_50",41,"dax",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"709",49,"80_50",42,"kiv",1,1,"label","kiz",1,"kiv",1,1,"First",50,80
"710",49,"80_50",43,"gazzer",2,0,"click",NA,1,NA,NA,NA,"First",50,80
"711",49,"80_50",44,"wug",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"712",49,"80_50",45,"blicket",2,0,"click",NA,1,NA,NA,NA,"First",50,80
"713",49,"80_50",46,"kiv",1,1,"click",NA,1,NA,NA,NA,"Second",50,80
"714",49,"80_50",47,"kreeb",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"715",49,"80_50",48,"toma",4,1,"label","toma",1,"toma",0,1,"Second",50,80
"716",49,"80_50",49,"fep",4,1,"label","fep",1,"fep",0,1,"First",50,80
"717",49,"80_50",50,"gazzer",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"718",49,"80_50",51,"fep",4,1,"label","fep",1,"fep",0,1,"Second",50,80
"719",49,"80_50",52,"dax",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"720",49,"80_50",53,"blicket",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"721",50,"80_50",36,"manu",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"722",50,"80_50",37,"toma",2,0,"click",NA,1,NA,NA,NA,"First",50,80
"723",50,"80_50",38,"dax",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"724",50,"80_50",39,"blicket",2,1,"click",NA,1,NA,NA,NA,"First",50,80
"725",50,"80_50",40,"gazzer",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"726",50,"80_50",41,"kiv",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"727",50,"80_50",42,"gazzer",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"728",50,"80_50",43,"kreeb",4,0,"click",NA,1,NA,NA,NA,"First",50,80
"729",50,"80_50",44,"wug",1,0,"click",NA,1,NA,NA,NA,"First",50,80
"730",50,"80_50",45,"fep",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"731",50,"80_50",46,"wug",1,0,"click",NA,1,NA,NA,NA,"Second",50,80
"732",50,"80_50",47,"kreeb",4,0,"click",NA,1,NA,NA,NA,"Second",50,80
"733",50,"80_50",48,"blicket",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"734",50,"80_50",49,"manu",2,1,"click",NA,1,NA,NA,NA,"Second",50,80
"735",50,"80_50",50,"dax",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"736",50,"80_50",51,"toma",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"737",50,"80_50",52,"kiv",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"738",50,"80_50",53,"fep",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"739",51,"80_50",36,"wug",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"740",51,"80_50",37,"manu",4,1,"click",NA,1,NA,NA,NA,"First",50,80
"741",51,"80_50",38,"kiv",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"742",51,"80_50",39,"dax",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"743",51,"80_50",40,"blicket",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"744",51,"80_50",41,"toma",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"745",51,"80_50",42,"manu",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"746",51,"80_50",43,"kreeb",2,NA,"click",NA,1,NA,NA,NA,"First",50,80
"747",51,"80_50",44,"wug",4,1,"click",NA,1,NA,NA,NA,"Second",50,80
"748",51,"80_50",45,"dax",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"749",51,"80_50",46,"fep",4,NA,"click",NA,1,NA,NA,NA,"First",50,80
"750",51,"80_50",47,"kreeb",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"751",51,"80_50",48,"toma",2,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"752",51,"80_50",49,"gazzer",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"753",51,"80_50",50,"fep",4,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"754",51,"80_50",51,"blicket",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"755",51,"80_50",52,"kiv",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"756",51,"80_50",53,"gazzer",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"757",52,"80_50",36,"kreeb",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"758",52,"80_50",37,"manu",4,1,"label","manu",1,"manu",0,1,"First",50,80
"759",52,"80_50",38,"wug",4,1,"label","wug",1,"wug",0,1,"First",50,80
"760",52,"80_50",39,"dax",2,1,"label","dax",1,"dax",0,1,"First",50,80
"761",52,"80_50",40,"wug",4,1,"label","wug",1,"wug",0,1,"Second",50,80
"762",52,"80_50",41,"fep",2,1,"label","fep",1,"fep",0,1,"First",50,80
"763",52,"80_50",42,"kiv",2,0,"click",NA,1,NA,NA,NA,"First",50,80
"764",52,"80_50",43,"fep",2,1,"label","fep",1,"fep",0,1,"Second",50,80
"765",52,"80_50",44,"gazzer",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"766",52,"80_50",45,"kiv",2,0,"click",NA,1,NA,NA,NA,"Second",50,80
"767",52,"80_50",46,"dax",2,1,"label","dax",1,"dax",0,1,"Second",50,80
"768",52,"80_50",47,"kreeb",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"769",52,"80_50",48,"gazzer",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"770",52,"80_50",49,"manu",4,1,"label","manu",1,"manu",0,1,"Second",50,80
"771",52,"80_50",50,"blicket",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"772",52,"80_50",51,"toma",4,1,"label","toma",1,"toma",0,1,"First",50,80
"773",52,"80_50",52,"blicket",1,NA,"click",NA,1,NA,NA,NA,"Second",50,80
"774",52,"80_50",53,"toma",4,1,"label","toma",1,"toma",0,1,"Second",50,80
"775",53,"80_50",36,"manu",4,1,"label","manu",1,"manu",0,1,"First",50,80
"776",53,"80_50",37,"blicket",1,NA,"click",NA,1,NA,NA,NA,"First",50,80
"777",53,"80_50",38,"wug",4,1,"label","wug",1,"wug",0,1,"First",50,80
