"","X1","ldf_num","phase","condition","partnersExposure","trialnum","score","partnerVocab","targetObjectName","exposureRate","realLabel","method","typedLabel","adjLabel","clickedObject","responseCorrect","partnerSelection","timestamp","duration","testCorrect","trueClickPoints","trueLabelPoints","toBeDropped","appearance","manipFail","usedEnglishLabels"
"10464",10464,388,"game","80_50","Same",15,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2005-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2005-600.jpg",15:59:21,2304,1,50,80,1,"Third",1,0
"10465",10465,388,"game","80_50","Same",16,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2002-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2002-600.jpg",15:59:26,1713,1,50,80,1,"Second",1,0
"10466",10466,388,"game","80_50","Same",17,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2056-600.jpg","2","toma","click",NA,NA,"toma",1,"2056-600.jpg",15:59:34,3013,1,50,80,1,"Third",1,0
"10467",10467,388,"game","80_50","Same",18,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2001-600.jpg","2","wug","click",NA,NA,"wug",1,"2001-600.jpg",15:59:46,1979,1,50,80,1,"Third",1,0
"10468",10468,388,"game","80_50","Same",19,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2006-600.jpg","2","fep","click",NA,NA,"fep",1,"2006-600.jpg",16:00:00,1864,1,50,80,1,"Second",1,0
"10469",10469,388,"game","80_50","Same",20,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2025-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",16:00:06,1755,1,50,80,1,"Third",1,0
"10470",10470,388,"game","80_50","Same",21,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2009-600.jpg","1","dax","click",NA,NA,"dax",1,"2009-600.jpg",16:00:21,2100,1,50,80,1,"Second",1,0
"10471",10471,388,"game","80_50","Same",22,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2007-600.jpg","4","blicket","click",NA,NA,"blicket",1,"2007-600.jpg",16:00:25,1602,1,50,80,1,"Second",1,0
"10472",10472,388,"game","80_50","Same",23,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2002-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2002-600.jpg",16:00:30,2112,1,50,80,1,"Third",1,0
"10473",10473,388,"game","80_50","Same",24,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2009-600.jpg","1","dax","click",NA,NA,"dax",1,"2009-600.jpg",16:00:35,1575,1,50,80,1,"Third",1,0
"10474",10474,388,"game","80_50","Same",25,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2007-600.jpg","4","blicket","click",NA,NA,"blicket",1,"2007-600.jpg",16:00:40,1768,1,50,80,1,"Third",1,0
"10475",10475,388,"game","80_50","Same",26,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2006-600.jpg","2","fep","click",NA,NA,"fep",1,"2006-600.jpg",16:00:45,1563,1,50,80,1,"Third",1,0
"10476",10476,388,"game","80_50","Same",27,50,"c(""manu"", ""wug"", ""gazzer"", ""kiv"", ""blicket"")","2023-600.jpg","4","manu","click",NA,NA,"manu",1,"2023-600.jpg",16:00:51,1818,1,50,80,1,"Third",1,0
"10477",10477,389,"game","80_50","Same",1,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2023-600.jpg","4","blicket","label","blicket","blicket",NA,1,"2023-600.jpg",12:58:48,7534,1,50,80,0,"First",0,0
"10478",10478,389,"game","80_50","Same",2,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2009-600.jpg","4","kreeb","label","kreeb","kreeb",NA,1,"2009-600.jpg",12:58:56,4367,1,50,80,0,"First",0,0
"10479",10479,389,"game","80_50","Same",3,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2025-600.jpg","1","dax","click",NA,NA,"dax",1,"2025-600.jpg",12:59:04,4998,1,50,80,0,"First",0,0
"10480",10480,389,"game","80_50","Same",4,-20,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2006-600.jpg","2","kiv","label","kiv","kiv",NA,0,"2002-600.jpg",12:59:16,6518,1,50,80,0,"First",0,0
"10481",10481,389,"game","80_50","Same",5,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2005-600.jpg","2","toma","click",NA,NA,"toma",1,"2005-600.jpg",12:59:25,4641,1,50,80,0,"First",0,0
"10482",10482,389,"game","80_50","Same",6,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2025-600.jpg","1","dax","click",NA,NA,"dax",1,"2025-600.jpg",12:59:34,4253,1,50,80,0,"Second",0,0
"10483",10483,389,"game","80_50","Same",7,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2023-600.jpg","4","blicket","label","blicket","blicket",NA,1,"2023-600.jpg",12:59:42,3649,1,50,80,0,"Second",0,0
"10484",10484,389,"game","80_50","Same",8,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2001-600.jpg","4","manu","label","manu","manu",NA,1,"2001-600.jpg",12:59:49,3010,1,50,80,0,"First",0,0
"10485",10485,389,"game","80_50","Same",9,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2009-600.jpg","4","kreeb","label","kreeb","kreeb",NA,1,"2009-600.jpg",12:59:57,3557,1,50,80,0,"Second",0,0
"10486",10486,389,"game","80_50","Same",10,-20,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2056-600.jpg","1","gazzer","label","gazzer","gazzer",NA,0,"2006-600.jpg",13:00:07,4474,1,50,80,0,"First",0,0
"10487",10487,389,"game","80_50","Same",11,-20,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2002-600.jpg","2","fep","label","feb","fep",NA,0,"2006-600.jpg",13:00:13,2958,1,50,80,0,"First",0,0
"10488",10488,389,"game","80_50","Same",12,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2025-600.jpg","1","dax","click",NA,NA,"dax",1,"2025-600.jpg",13:00:19,2972,1,50,80,0,"Third",0,0
"10489",10489,389,"game","80_50","Same",13,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2023-600.jpg","4","blicket","label","blicket","blicket",NA,1,"2023-600.jpg",13:00:27,4569,1,50,80,0,"Third",0,0
"10490",10490,389,"game","80_50","Same",14,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2006-600.jpg","2","kiv","click",NA,NA,"kiv",1,"2006-600.jpg",13:00:32,2754,1,50,80,0,"Second",0,0
"10491",10491,389,"game","80_50","Same",15,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2056-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2056-600.jpg",13:00:38,3205,1,50,80,0,"Second",0,0
"10492",10492,389,"game","80_50","Same",16,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2005-600.jpg","2","toma","click",NA,NA,"toma",1,"2005-600.jpg",13:00:46,2927,1,50,80,0,"Second",0,0
"10493",10493,389,"game","80_50","Same",17,-20,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2007-600.jpg","1","wug","label","wug","wug",NA,0,"2002-600.jpg",13:00:56,4820,1,50,80,0,"First",0,0
"10494",10494,389,"game","80_50","Same",18,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2001-600.jpg","4","manu","label","manu","manu",NA,1,"2001-600.jpg",13:01:04,3356,1,50,80,0,"Second",0,0
"10495",10495,389,"game","80_50","Same",19,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2002-600.jpg","2","fep","click",NA,NA,"fep",1,"2002-600.jpg",13:01:10,2762,1,50,80,0,"Second",0,0
"10496",10496,389,"game","80_50","Same",20,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2007-600.jpg","1","wug","click",NA,NA,"wug",1,"2007-600.jpg",13:01:16,3266,1,50,80,0,"Second",0,0
"10497",10497,389,"game","80_50","Same",21,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2002-600.jpg","2","fep","click",NA,NA,"fep",1,"2002-600.jpg",13:01:23,3008,1,50,80,0,"Third",0,0
"10498",10498,389,"game","80_50","Same",22,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2006-600.jpg","2","kiv","click",NA,NA,"kiv",1,"2006-600.jpg",13:01:30,2939,1,50,80,0,"Third",0,0
"10499",10499,389,"game","80_50","Same",23,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2007-600.jpg","1","wug","click",NA,NA,"wug",1,"2007-600.jpg",13:01:36,2941,1,50,80,0,"Third",0,0
"10500",10500,389,"game","80_50","Same",24,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2001-600.jpg","4","manu","label","manu","manu",NA,1,"2001-600.jpg",13:01:44,3393,1,50,80,0,"Third",0,0
"10501",10501,389,"game","80_50","Same",25,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2056-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2056-600.jpg",13:01:52,2907,1,50,80,0,"Third",0,0
"10502",10502,389,"game","80_50","Same",26,50,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2005-600.jpg","2","toma","click",NA,NA,"toma",1,"2005-600.jpg",13:01:59,2619,1,50,80,0,"Third",0,0
"10503",10503,389,"game","80_50","Same",27,80,"c(""dax"", ""toma"", ""manu"", ""blicket"", ""kreeb"")","2009-600.jpg","4","kreeb","label","kreeb","kreeb",NA,1,"2009-600.jpg",13:02:05,3719,1,50,80,0,"Third",0,0
"10504",10504,390,"game","80_50","Same",1,-20,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2025-600.jpg","2","kreeb","label","kreept","kreeb",NA,0,"2009-600.jpg",15:56:41,10782,1,50,80,0,"First",0,0
"10505",10505,390,"game","80_50","Same",2,-20,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2001-600.jpg","2","wug","label","wug","wug",NA,0,"2023-600.jpg",15:57:04,8912,1,50,80,0,"First",0,0
"10506",10506,390,"game","80_50","Same",3,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2005-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2005-600.jpg",15:57:21,12242,1,50,80,0,"First",0,0
"10507",10507,390,"game","80_50","Same",4,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2023-600.jpg","1","manu","click",NA,NA,"manu",1,"2023-600.jpg",15:57:34,7373,1,50,80,0,"First",0,0
"10508",10508,390,"game","80_50","Same",5,-20,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2001-600.jpg","2","wug","label","wug","wug",NA,0,"2025-600.jpg",15:57:45,7910,1,50,80,0,"Second",0,0
"10509",10509,390,"game","80_50","Same",6,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2005-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2005-600.jpg",15:57:54,4141,1,50,80,0,"Second",0,0
"10510",10510,390,"game","80_50","Same",7,80,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2006-600.jpg","4","toma","label","toma","toma",NA,1,"2006-600.jpg",15:58:03,4510,1,50,80,0,"First",0,0
"10511",10511,390,"game","80_50","Same",8,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2007-600.jpg","1","dax","click",NA,NA,"dax",1,"2007-600.jpg",15:58:10,3146,1,50,80,0,"First",0,0
"10512",10512,390,"game","80_50","Same",9,80,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2002-600.jpg","4","kiv","label","kiv","kiv",NA,1,"2002-600.jpg",15:58:20,4992,1,50,80,0,"First",0,0
"10513",10513,390,"game","80_50","Same",10,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2056-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2056-600.jpg",15:58:27,3435,1,50,80,0,"First",0,0
"10514",10514,390,"game","80_50","Same",11,80,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2005-600.jpg","4","gazzer","label","gazzer","gazzer",NA,1,"2005-600.jpg",15:58:39,6588,1,50,80,0,"Third",0,0
"10515",10515,390,"game","80_50","Same",12,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2009-600.jpg","1","fep","click",NA,NA,"fep",1,"2009-600.jpg",15:58:47,3954,1,50,80,0,"First",0,0
"10516",10516,390,"game","80_50","Same",13,80,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2002-600.jpg","4","kiv","label","kiv","kiv",NA,1,"2002-600.jpg",15:58:58,4253,1,50,80,0,"Second",0,0
"10517",10517,390,"game","80_50","Same",14,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2007-600.jpg","1","dax","click",NA,NA,"dax",1,"2007-600.jpg",15:59:05,3429,1,50,80,0,"Second",0,0
"10518",10518,390,"game","80_50","Same",15,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2056-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2056-600.jpg",15:59:14,2554,1,50,80,0,"Second",0,0
"10519",10519,390,"game","80_50","Same",16,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2009-600.jpg","1","fep","click",NA,NA,"fep",1,"2009-600.jpg",15:59:19,2184,1,50,80,0,"Second",0,0
"10520",10520,390,"game","80_50","Same",17,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2025-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",15:59:28,5560,1,50,80,0,"Second",0,0
"10521",10521,390,"game","80_50","Same",18,-20,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2001-600.jpg","2","wug","label","wug","wug",NA,0,"2025-600.jpg",15:59:36,4046,1,50,80,0,"Third",0,0
"10522",10522,390,"game","80_50","Same",19,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2009-600.jpg","1","fep","click",NA,NA,"fep",1,"2009-600.jpg",15:59:42,2150,1,50,80,0,"Third",0,0
"10523",10523,390,"game","80_50","Same",20,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2023-600.jpg","1","manu","click",NA,NA,"manu",1,"2023-600.jpg",15:59:49,3005,1,50,80,0,"Second",0,0
"10524",10524,390,"game","80_50","Same",21,80,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2006-600.jpg","4","toma","label","toma","toma",NA,1,"2006-600.jpg",15:59:55,2998,1,50,80,0,"Second",0,0
"10525",10525,390,"game","80_50","Same",22,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2023-600.jpg","1","manu","click",NA,NA,"manu",1,"2023-600.jpg",16:00:03,3324,1,50,80,0,"Third",0,0
"10526",10526,390,"game","80_50","Same",23,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2025-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",16:00:12,4359,1,50,80,0,"Third",0,0
"10527",10527,390,"game","80_50","Same",24,80,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2002-600.jpg","4","kiv","label","kiv","kiv",NA,1,"2002-600.jpg",16:00:20,3071,1,50,80,0,"Third",0,0
"10528",10528,390,"game","80_50","Same",25,80,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2006-600.jpg","4","toma","label","toma","toma",NA,1,"2006-600.jpg",16:00:28,2755,1,50,80,0,"Third",0,0
"10529",10529,390,"game","80_50","Same",26,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2007-600.jpg","1","dax","click",NA,NA,"dax",1,"2007-600.jpg",16:00:33,3678,1,50,80,0,"Third",0,0
"10530",10530,390,"game","80_50","Same",27,50,"c(""kiv"", ""blicket"", ""toma"", ""dax"", ""gazzer"")","2056-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2056-600.jpg",16:00:39,2869,1,50,80,0,"Third",0,0
"10531",10531,391,"game","80_50","Same",1,80,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2025-600.jpg","4","toma","label","toma","toma",NA,1,"2025-600.jpg",15:00:31,8823,1,50,80,1,"First",1,0
"10532",10532,391,"game","80_50","Same",2,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2005-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2005-600.jpg",15:00:45,7596,0,50,80,1,"First",1,0
"10533",10533,391,"game","80_50","Same",3,-20,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2006-600.jpg","2","fep","label","feb","fep",NA,0,"2001-600.jpg",15:01:01,9674,1,50,80,1,"First",1,0
"10534",10534,391,"game","80_50","Same",4,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2005-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2005-600.jpg",15:01:10,3646,0,50,80,1,"Second",1,0
"10535",10535,391,"game","80_50","Same",5,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2009-600.jpg","2","gazzer","click",NA,NA,"gazzer",1,"2009-600.jpg",15:01:19,3333,0,50,80,1,"First",1,0
"10536",10536,391,"game","80_50","Same",6,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2001-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2001-600.jpg",15:01:27,3692,0,50,80,1,"First",1,0
"10537",10537,391,"game","80_50","Same",7,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2023-600.jpg","2","dax","click",NA,NA,"dax",1,"2023-600.jpg",15:01:37,3692,0,50,80,1,"First",1,0
"10538",10538,391,"game","80_50","Same",8,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2002-600.jpg","4","manu","click",NA,NA,"manu",1,"2002-600.jpg",15:01:44,3786,0,50,80,1,"First",1,0
"10539",10539,391,"game","80_50","Same",9,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2007-600.jpg","1","wug","click",NA,NA,"wug",1,"2007-600.jpg",15:01:51,4062,0,50,80,1,"First",1,0
"10540",10540,391,"game","80_50","Same",10,80,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2025-600.jpg","4","toma","label","toma","toma",NA,1,"2025-600.jpg",15:02:05,8671,1,50,80,1,"Second",1,0
"10541",10541,391,"game","80_50","Same",11,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2002-600.jpg","4","manu","click",NA,NA,"manu",1,"2002-600.jpg",15:02:12,2894,0,50,80,1,"Second",1,0
"10542",10542,391,"game","80_50","Same",12,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2009-600.jpg","2","gazzer","click",NA,NA,"gazzer",1,"2009-600.jpg",15:02:20,2625,0,50,80,1,"Second",1,0
"10543",10543,391,"game","80_50","Same",13,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2023-600.jpg","2","dax","click",NA,NA,"dax",1,"2023-600.jpg",15:02:27,3529,0,50,80,1,"Second",1,0
"10544",10544,391,"game","80_50","Same",14,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2009-600.jpg","2","gazzer","click",NA,NA,"gazzer",1,"2009-600.jpg",15:02:35,4648,0,50,80,1,"Third",1,0
"10545",10545,391,"game","80_50","Same",15,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2001-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2001-600.jpg",15:02:43,3097,0,50,80,1,"Second",1,0
"10546",10546,391,"game","80_50","Same",16,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2023-600.jpg","2","dax","click",NA,NA,"dax",1,"2023-600.jpg",15:02:50,3506,0,50,80,1,"Third",1,0
"10547",10547,391,"game","80_50","Same",17,80,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2025-600.jpg","4","toma","label","toma","toma",NA,1,"2025-600.jpg",15:02:59,6045,1,50,80,1,"Third",1,0
"10548",10548,391,"game","80_50","Same",18,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2002-600.jpg","4","manu","click",NA,NA,"manu",1,"2002-600.jpg",15:03:07,5863,0,50,80,1,"Third",1,0
"10549",10549,391,"game","80_50","Same",19,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2056-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2056-600.jpg",15:03:14,3677,0,50,80,1,"First",1,0
"10550",10550,391,"game","80_50","Same",20,-20,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2006-600.jpg","2","fep","label","feb","fep",NA,0,"2023-600.jpg",15:03:26,7104,1,50,80,1,"Second",1,0
"10551",10551,391,"game","80_50","Same",21,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2056-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2056-600.jpg",15:03:38,2987,0,50,80,1,"Second",1,0
"10552",10552,391,"game","80_50","Same",22,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2001-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2001-600.jpg",15:03:45,3182,0,50,80,1,"Third",1,0
"10553",10553,391,"game","80_50","Same",23,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2005-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2005-600.jpg",15:03:52,2918,0,50,80,1,"Third",1,0
"10554",10554,391,"game","80_50","Same",24,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2007-600.jpg","1","wug","click",NA,NA,"wug",1,"2007-600.jpg",15:04:00,2908,0,50,80,1,"Second",1,0
"10555",10555,391,"game","80_50","Same",25,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2006-600.jpg","2","fep","click",NA,NA,"fep",1,"2006-600.jpg",15:04:07,3136,1,50,80,1,"Third",1,0
"10556",10556,391,"game","80_50","Same",26,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2007-600.jpg","1","wug","click",NA,NA,"wug",1,"2007-600.jpg",15:04:13,3199,0,50,80,1,"Third",1,0
"10557",10557,391,"game","80_50","Same",27,50,"c(""kiv"", ""gazzer"", ""kreeb"", ""manu"", ""toma"")","2056-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2056-600.jpg",15:04:23,4139,0,50,80,1,"Third",1,0
"10558",10558,392,"game","80_50","Same",1,50,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2025-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",15:57:35,38895,0,50,80,1,"First",0,1
"10559",10559,392,"game","80_50","Same",2,-20,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2001-600.jpg","2","kiv","label","kiv","kiv",NA,0,"2006-600.jpg",15:57:48,7175,1,50,80,1,"First",0,1
"10560",10560,392,"game","80_50","Same",3,80,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2002-600.jpg","4","dax","label","dax","dax",NA,1,"2002-600.jpg",15:57:59,3164,1,50,80,1,"First",0,1
"10561",10561,392,"game","80_50","Same",4,80,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2009-600.jpg","4","manu","label","manu","manu",NA,1,"2009-600.jpg",15:58:07,3199,1,50,80,1,"First",0,1
"10562",10562,392,"game","80_50","Same",5,50,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2006-600.jpg","1","wug","click",NA,NA,"wug",1,"2006-600.jpg",15:58:14,3422,0,50,80,1,"First",0,1
"10563",10563,392,"game","80_50","Same",6,50,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2025-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",15:58:24,6618,0,50,80,1,"Second",0,1
"10564",10564,392,"game","80_50","Same",7,-20,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2023-600.jpg","1","fep","label","lowerrigh",NA,NA,0,"2006-600.jpg",15:58:51,24982,0,50,80,1,"First",0,1
"10565",10565,392,"game","80_50","Same",8,50,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2001-600.jpg","2","kiv","click",NA,NA,"kiv",1,"2001-600.jpg",15:59:04,6815,1,50,80,1,"Second",0,1
"10566",10566,392,"game","80_50","Same",9,50,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2023-600.jpg","1","fep","click",NA,NA,"fep",1,"2023-600.jpg",15:59:15,7910,0,50,80,1,"Second",0,1
"10567",10567,392,"game","80_50","Same",10,50,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2006-600.jpg","1","wug","click",NA,NA,"wug",1,"2006-600.jpg",15:59:52,32737,0,50,80,1,"Second",0,1
"10568",10568,392,"game","80_50","Same",11,80,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2056-600.jpg","2","blicket","label","bricket","blicket",NA,1,"2056-600.jpg",15:59:59,4355,1,50,80,1,"First",0,1
"10569",10569,392,"game","80_50","Same",12,80,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2005-600.jpg","4","gazzer","label","gazzer","gazzer",NA,1,"2005-600.jpg",16:00:06,3397,1,50,80,1,"First",0,1
"10570",10570,392,"game","80_50","Same",13,80,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2007-600.jpg","1","toma","label","toma","toma",NA,1,"2007-600.jpg",16:00:12,3699,1,50,80,1,"First",0,1
"10571",10571,392,"game","80_50","Same",14,80,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2002-600.jpg","4","dax","label","dax","dax",NA,1,"2002-600.jpg",16:00:17,2560,1,50,80,1,"Second",0,1
"10572",10572,392,"game","80_50","Same",15,80,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2007-600.jpg","1","toma","label","toma","toma",NA,1,"2007-600.jpg",16:00:24,4057,1,50,80,1,"Second",0,1
"10573",10573,392,"game","80_50","Same",16,80,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2009-600.jpg","4","manu","label","manu","manu",NA,1,"2009-600.jpg",16:00:31,4374,1,50,80,1,"Second",0,1
"10574",10574,392,"game","80_50","Same",17,50,"c(""blicket"", ""gazzer"", ""toma"", ""manu"", ""dax"")","2023-600.jpg","1","fep","click",NA,NA,"fep",1,"2023-600.jpg",16:00:37,2753,0,50,80,1,"Third",0,1
