"","X1","ldf_num","phase","condition","partnersExposure","trialnum","score","partnerVocab","targetObjectName","exposureRate","realLabel","method","typedLabel","adjLabel","clickedObject","responseCorrect","partnerSelection","timestamp","duration","testCorrect","trueClickPoints","trueLabelPoints","toBeDropped","appearance","manipFail","usedEnglishLabels"
"2792",2792,104,"game","80_50","None",11,50,"character(0)","2007-600.jpg","4","manu","click",NA,NA,"manu",1,"2007-600.jpg",14:58:55,3580,1,50,80,0,"Second",0,0
"2793",2793,104,"game","80_50","None",12,50,"character(0)","2009-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2009-600.jpg",14:59:02,2863,0,50,80,0,"First",0,0
"2794",2794,104,"game","80_50","None",13,50,"character(0)","2001-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2001-600.jpg",14:59:08,2093,1,50,80,0,"Second",0,0
"2795",2795,104,"game","80_50","None",14,50,"character(0)","2056-600.jpg","1","fep","click",NA,NA,"fep",1,"2056-600.jpg",14:59:15,2175,1,50,80,0,"Second",0,0
"2796",2796,104,"game","80_50","None",15,50,"character(0)","2007-600.jpg","4","manu","click",NA,NA,"manu",1,"2007-600.jpg",14:59:21,2214,1,50,80,0,"Third",0,0
"2797",2797,104,"game","80_50","None",16,50,"character(0)","2025-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2025-600.jpg",14:59:31,2990,1,50,80,0,"Second",0,0
"2798",2798,104,"game","80_50","None",17,50,"character(0)","2006-600.jpg","1","wug","click",NA,NA,"wug",1,"2006-600.jpg",14:59:37,2606,0,50,80,0,"Second",0,0
"2799",2799,104,"game","80_50","None",18,50,"character(0)","2025-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2025-600.jpg",14:59:46,2814,1,50,80,0,"Third",0,0
"2800",2800,104,"game","80_50","None",19,50,"character(0)","2006-600.jpg","1","wug","click",NA,NA,"wug",1,"2006-600.jpg",14:59:51,2005,0,50,80,0,"Third",0,0
"2801",2801,104,"game","80_50","None",20,30,"c(""kiv"", ""2005-600.jpg"")","2005-600.jpg","4","kiv","label_click","kiv","kiv","kiv",1,"2005-600.jpg",15:00:03,9330,1,50,80,0,"Third",0,0
"2802",2802,104,"game","80_50","None",21,50,"c(""kiv"", ""2005-600.jpg"")","2023-600.jpg","2","toma","click",NA,NA,"toma",1,"2023-600.jpg",15:00:11,2816,0,50,80,0,"Third",0,0
"2803",2803,104,"game","80_50","None",22,50,"c(""kiv"", ""2005-600.jpg"")","2056-600.jpg","1","fep","click",NA,NA,"fep",1,"2056-600.jpg",15:00:17,3159,1,50,80,0,"Third",0,0
"2804",2804,104,"game","80_50","None",23,50,"c(""kiv"", ""2005-600.jpg"")","2002-600.jpg","1","dax","click",NA,NA,"dax",1,"2002-600.jpg",15:00:22,2166,0,50,80,0,"Second",0,0
"2805",2805,104,"game","80_50","None",24,50,"c(""kiv"", ""2005-600.jpg"")","2009-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2009-600.jpg",15:00:30,2110,0,50,80,0,"Second",0,0
"2806",2806,104,"game","80_50","None",25,50,"c(""kiv"", ""2005-600.jpg"")","2001-600.jpg","4","gazzer","click",NA,NA,"gazzer",1,"2001-600.jpg",15:00:35,2104,1,50,80,0,"Third",0,0
"2807",2807,104,"game","80_50","None",26,50,"c(""kiv"", ""2005-600.jpg"")","2009-600.jpg","2","kreeb","click",NA,NA,"kreeb",1,"2009-600.jpg",15:00:40,1932,0,50,80,0,"Third",0,0
"2808",2808,104,"game","80_50","None",27,50,"c(""kiv"", ""2005-600.jpg"")","2002-600.jpg","1","dax","click",NA,NA,"dax",1,"2002-600.jpg",15:00:47,2135,0,50,80,0,"Third",0,0
"2809",2809,105,"game","80_50","None",1,50,"list()","2005-600.jpg","1","fep","click",NA,NA,"fep",1,"2005-600.jpg",15:27:28,37612,0,50,80,0,"First",0,0
"2810",2810,105,"game","80_50","None",2,50,"list()","2002-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2002-600.jpg",15:28:05,25290,0,50,80,0,"First",0,0
"2811",2811,105,"game","80_50","None",3,50,"list()","2006-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2006-600.jpg",15:28:19,9613,1,50,80,0,"First",0,0
"2812",2812,105,"game","80_50","None",4,50,"list()","2025-600.jpg","1","wug","click",NA,NA,"wug",1,"2025-600.jpg",15:28:26,1644,0,50,80,0,"First",0,0
"2813",2813,105,"game","80_50","None",5,50,"list()","2056-600.jpg","4","manu","click",NA,NA,"manu",1,"2056-600.jpg",15:28:33,2260,1,50,80,0,"First",0,0
"2814",2814,105,"game","80_50","None",6,50,"list()","2002-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2002-600.jpg",15:28:41,2630,0,50,80,0,"Second",0,0
"2815",2815,105,"game","80_50","None",7,50,"list()","2005-600.jpg","1","fep","click",NA,NA,"fep",1,"2005-600.jpg",15:28:47,2738,0,50,80,0,"Second",0,0
"2816",2816,105,"game","80_50","None",8,-20,"list()","2009-600.jpg","2","toma","label","tano","manu",NA,0,"2005-600.jpg",15:29:00,10018,0,50,80,0,"First",0,0
"2817",2817,105,"game","80_50","None",9,50,"list()","2005-600.jpg","1","fep","click",NA,NA,"fep",1,"2005-600.jpg",15:29:08,2046,0,50,80,0,"Third",0,0
"2818",2818,105,"game","80_50","None",10,50,"list()","2056-600.jpg","4","manu","click",NA,NA,"manu",1,"2056-600.jpg",15:29:16,1962,1,50,80,0,"Second",0,0
"2819",2819,105,"game","80_50","None",11,50,"list()","2009-600.jpg","2","toma","click",NA,NA,"toma",1,"2009-600.jpg",15:29:26,5888,0,50,80,0,"Second",0,0
"2820",2820,105,"game","80_50","None",12,50,"list()","2006-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2006-600.jpg",15:29:36,7480,1,50,80,0,"Second",0,0
"2821",2821,105,"game","80_50","None",13,50,"list()","2001-600.jpg","2","gazzer","click",NA,NA,"gazzer",1,"2001-600.jpg",15:29:42,2081,0,50,80,0,"First",0,0
"2822",2822,105,"game","80_50","None",14,50,"list()","2023-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2023-600.jpg",15:29:49,1998,1,50,80,0,"First",0,0
"2823",2823,105,"game","80_50","None",15,-20,"list()","2001-600.jpg","2","gazzer","label","gano","manu",NA,0,"2005-600.jpg",15:29:56,5013,0,50,80,0,"Second",0,0
"2824",2824,105,"game","80_50","None",16,50,"list()","2009-600.jpg","2","toma","click",NA,NA,"toma",1,"2009-600.jpg",15:30:05,3357,0,50,80,0,"Third",0,0
"2825",2825,105,"game","80_50","None",17,50,"list()","2007-600.jpg","2","dax","click",NA,NA,"dax",1,"2007-600.jpg",15:30:12,2320,0,50,80,0,"First",0,0
"2826",2826,105,"game","80_50","None",18,50,"list()","2056-600.jpg","4","manu","click",NA,NA,"manu",1,"2056-600.jpg",15:30:19,1823,1,50,80,0,"Third",0,0
"2827",2827,105,"game","80_50","None",19,50,"list()","2006-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2006-600.jpg",15:30:25,2168,1,50,80,0,"Third",0,0
"2828",2828,105,"game","80_50","None",20,50,"list()","2001-600.jpg","2","gazzer","click",NA,NA,"gazzer",1,"2001-600.jpg",15:30:31,1979,0,50,80,0,"Third",0,0
"2829",2829,105,"game","80_50","None",21,50,"list()","2025-600.jpg","1","wug","click",NA,NA,"wug",1,"2025-600.jpg",15:30:38,2052,0,50,80,0,"Second",0,0
"2830",2830,105,"game","80_50","None",22,50,"list()","2023-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2023-600.jpg",15:30:43,2020,1,50,80,0,"Second",0,0
"2831",2831,105,"game","80_50","None",23,50,"list()","2007-600.jpg","2","dax","click",NA,NA,"dax",1,"2007-600.jpg",15:30:47,2013,0,50,80,0,"Second",0,0
"2832",2832,105,"game","80_50","None",24,50,"list()","2025-600.jpg","1","wug","click",NA,NA,"wug",1,"2025-600.jpg",15:30:52,1653,0,50,80,0,"Third",0,0
"2833",2833,105,"game","80_50","None",25,50,"list()","2002-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2002-600.jpg",15:30:58,1999,0,50,80,0,"Third",0,0
"2834",2834,105,"game","80_50","None",26,50,"list()","2023-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2023-600.jpg",15:31:06,1835,1,50,80,0,"Third",0,0
"2835",2835,105,"game","80_50","None",27,50,"list()","2007-600.jpg","2","dax","click",NA,NA,"dax",1,"2007-600.jpg",15:31:11,1530,0,50,80,0,"Third",0,0
"2836",2836,106,"game","80_50","None",1,50,"list()","2009-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2009-600.jpg",15:56:58,5875,0,50,80,0,"First",0,0
"2837",2837,106,"game","80_50","None",2,50,"list()","2025-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",15:57:10,8125,0,50,80,0,"First",0,0
"2838",2838,106,"game","80_50","None",3,50,"list()","2023-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2023-600.jpg",15:57:19,3323,1,50,80,0,"First",0,0
"2839",2839,106,"game","80_50","None",4,50,"list()","2006-600.jpg","1","dax","click",NA,NA,"dax",1,"2006-600.jpg",15:57:26,2418,0,50,80,0,"First",0,0
"2840",2840,106,"game","80_50","None",5,50,"list()","2007-600.jpg","4","toma","click",NA,NA,"toma",1,"2007-600.jpg",15:57:32,2475,1,50,80,0,"First",0,0
"2841",2841,106,"game","80_50","None",6,50,"list()","2009-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2009-600.jpg",15:57:37,2192,0,50,80,0,"Second",0,0
"2842",2842,106,"game","80_50","None",7,50,"list()","2023-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2023-600.jpg",15:57:43,2685,1,50,80,0,"Second",0,0
"2843",2843,106,"game","80_50","None",8,50,"list()","2005-600.jpg","2","fep","click",NA,NA,"fep",1,"2005-600.jpg",15:57:56,2554,0,50,80,0,"First",0,0
"2844",2844,106,"game","80_50","None",9,50,"list()","2001-600.jpg","2","wug","click",NA,NA,"wug",1,"2001-600.jpg",15:58:02,2198,1,50,80,0,"First",0,0
"2845",2845,106,"game","80_50","None",10,50,"list()","2025-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",15:58:09,2321,0,50,80,0,"Second",0,0
"2846",2846,106,"game","80_50","None",11,50,"list()","2005-600.jpg","2","fep","click",NA,NA,"fep",1,"2005-600.jpg",15:58:15,2084,0,50,80,0,"Second",0,0
"2847",2847,106,"game","80_50","None",12,50,"list()","2009-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2009-600.jpg",15:58:21,2046,0,50,80,0,"Third",0,0
"2848",2848,106,"game","80_50","None",13,50,"list()","2002-600.jpg","4","manu","click",NA,NA,"manu",1,"2002-600.jpg",15:58:26,2015,1,50,80,0,"First",0,0
"2849",2849,106,"game","80_50","None",14,50,"list()","2007-600.jpg","4","toma","click",NA,NA,"toma",1,"2007-600.jpg",15:58:41,2422,1,50,80,0,"Second",0,0
"2850",2850,106,"game","80_50","None",15,50,"list()","2025-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",15:58:48,2650,0,50,80,0,"Third",0,0
"2851",2851,106,"game","80_50","None",16,50,"list()","2007-600.jpg","4","toma","click",NA,NA,"toma",1,"2007-600.jpg",15:58:55,2518,1,50,80,0,"Third",0,0
"2852",2852,106,"game","80_50","None",17,50,"list()","2005-600.jpg","2","fep","click",NA,NA,"fep",1,"2005-600.jpg",15:59:01,2533,0,50,80,0,"Third",0,0
"2853",2853,106,"game","80_50","None",18,50,"list()","2002-600.jpg","4","manu","click",NA,NA,"manu",1,"2002-600.jpg",15:59:06,2546,1,50,80,0,"Second",0,0
"2854",2854,106,"game","80_50","None",19,50,"list()","2056-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2056-600.jpg",15:59:14,2898,1,50,80,0,"First",0,0
"2855",2855,106,"game","80_50","None",20,50,"list()","2001-600.jpg","2","wug","click",NA,NA,"wug",1,"2001-600.jpg",15:59:19,2580,1,50,80,0,"Second",0,0
"2856",2856,106,"game","80_50","None",21,50,"list()","2002-600.jpg","4","manu","click",NA,NA,"manu",1,"2002-600.jpg",15:59:25,1879,1,50,80,0,"Third",0,0
"2857",2857,106,"game","80_50","None",22,50,"list()","2056-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2056-600.jpg",15:59:32,2254,1,50,80,0,"Second",0,0
"2858",2858,106,"game","80_50","None",23,50,"list()","2001-600.jpg","2","wug","click",NA,NA,"wug",1,"2001-600.jpg",15:59:36,2334,1,50,80,0,"Third",0,0
"2859",2859,106,"game","80_50","None",24,50,"list()","2006-600.jpg","1","dax","click",NA,NA,"dax",1,"2006-600.jpg",15:59:41,2215,0,50,80,0,"Second",0,0
"2860",2860,106,"game","80_50","None",25,50,"list()","2023-600.jpg","4","kiv","click",NA,NA,"kiv",1,"2023-600.jpg",15:59:47,3031,1,50,80,0,"Third",0,0
"2861",2861,106,"game","80_50","None",26,50,"list()","2056-600.jpg","2","blicket","click",NA,NA,"blicket",1,"2056-600.jpg",16:00:00,7450,1,50,80,0,"Third",0,0
"2862",2862,106,"game","80_50","None",27,50,"list()","2006-600.jpg","1","dax","click",NA,NA,"dax",1,"2006-600.jpg",16:00:05,2933,0,50,80,0,"Third",0,0
"2863",2863,107,"game","80_50","Perfect",1,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2006-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2006-600.jpg",13:55:29,7406,0,50,80,0,"First",0,0
"2864",2864,107,"game","80_50","Perfect",2,80,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2023-600.jpg","2","manu","label","manu","manu",NA,1,"2023-600.jpg",13:55:38,5196,1,50,80,0,"First",0,0
"2865",2865,107,"game","80_50","Perfect",3,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2056-600.jpg","2","fep","click",NA,NA,"fep",1,"2056-600.jpg",13:55:49,5783,0,50,80,0,"First",0,0
"2866",2866,107,"game","80_50","Perfect",4,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2005-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2005-600.jpg",13:55:59,3625,0,50,80,0,"First",0,0
"2867",2867,107,"game","80_50","Perfect",5,80,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2001-600.jpg","2","dax","label","dax","dax",NA,1,"2001-600.jpg",13:56:08,5577,1,50,80,0,"First",0,0
"2868",2868,107,"game","80_50","Perfect",6,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2056-600.jpg","2","fep","click",NA,NA,"fep",1,"2056-600.jpg",13:56:23,8888,0,50,80,0,"Second",0,0
"2869",2869,107,"game","80_50","Perfect",7,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2007-600.jpg","1","toma","click",NA,NA,"toma",1,"2007-600.jpg",13:56:39,2622,0,50,80,0,"First",0,0
"2870",2870,107,"game","80_50","Perfect",8,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2023-600.jpg","2","manu","click",NA,NA,"manu",1,"2023-600.jpg",13:56:46,4174,1,50,80,0,"Second",0,0
"2871",2871,107,"game","80_50","Perfect",9,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2056-600.jpg","2","fep","click",NA,NA,"fep",1,"2056-600.jpg",13:56:53,2654,0,50,80,0,"Third",0,0
"2872",2872,107,"game","80_50","Perfect",10,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2002-600.jpg","4","blicket","click",NA,NA,"blicket",1,"2002-600.jpg",13:57:01,3556,0,50,80,0,"First",0,0
"2873",2873,107,"game","80_50","Perfect",11,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2025-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",13:57:08,4470,0,50,80,0,"First",0,0
"2874",2874,107,"game","80_50","Perfect",12,80,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2009-600.jpg","4","wug","label","mub","wug",NA,1,"2009-600.jpg",13:57:23,7301,1,50,80,0,"First",0,0
"2875",2875,107,"game","80_50","Perfect",13,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2002-600.jpg","4","blicket","click",NA,NA,"blicket",1,"2002-600.jpg",13:57:30,2715,0,50,80,0,"Second",0,0
"2876",2876,107,"game","80_50","Perfect",14,80,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2009-600.jpg","4","wug","label","mub","wug",NA,1,"2009-600.jpg",13:57:38,4942,1,50,80,0,"Second",0,0
"2877",2877,107,"game","80_50","Perfect",15,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2006-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2006-600.jpg",13:57:45,2414,0,50,80,0,"Second",0,0
"2878",2878,107,"game","80_50","Perfect",16,80,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2001-600.jpg","2","dax","label","dax","dax",NA,1,"2001-600.jpg",13:57:54,3719,1,50,80,0,"Second",0,0
"2879",2879,107,"game","80_50","Perfect",17,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2007-600.jpg","1","toma","click",NA,NA,"toma",1,"2007-600.jpg",13:58:02,3868,0,50,80,0,"Second",0,0
"2880",2880,107,"game","80_50","Perfect",18,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2023-600.jpg","2","manu","click",NA,NA,"manu",1,"2023-600.jpg",13:58:11,2474,1,50,80,0,"Third",0,0
"2881",2881,107,"game","80_50","Perfect",19,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2006-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2006-600.jpg",13:58:16,2180,0,50,80,0,"Third",0,0
"2882",2882,107,"game","80_50","Perfect",20,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2025-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",13:58:27,5985,0,50,80,0,"Second",0,0
"2883",2883,107,"game","80_50","Perfect",21,80,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2009-600.jpg","4","wug","label","mub","wug",NA,1,"2009-600.jpg",13:58:36,5763,1,50,80,0,"Third",0,0
"2884",2884,107,"game","80_50","Perfect",22,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2005-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2005-600.jpg",13:58:43,2311,0,50,80,0,"Second",0,0
"2885",2885,107,"game","80_50","Perfect",23,80,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2001-600.jpg","2","dax","label","dax","dax",NA,1,"2001-600.jpg",13:58:51,3978,1,50,80,0,"Third",0,0
"2886",2886,107,"game","80_50","Perfect",24,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2002-600.jpg","4","blicket","click",NA,NA,"blicket",1,"2002-600.jpg",13:58:57,2172,0,50,80,0,"Third",0,0
"2887",2887,107,"game","80_50","Perfect",25,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2005-600.jpg","1","gazzer","click",NA,NA,"gazzer",1,"2005-600.jpg",13:59:13,12196,0,50,80,0,"Third",0,0
"2888",2888,107,"game","80_50","Perfect",26,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2007-600.jpg","1","toma","click",NA,NA,"toma",1,"2007-600.jpg",13:59:19,2778,0,50,80,0,"Third",0,0
"2889",2889,107,"game","80_50","Perfect",27,50,"c(""kreeb"", ""manu"", ""toma"", ""gazzer"", ""kiv"", ""dax"", ""fep"", ""blicket"", ""wug"")","2025-600.jpg","4","kreeb","click",NA,NA,"kreeb",1,"2025-600.jpg",13:59:23,2030,0,50,80,0,"Third",0,0
"2890",2890,108,"game","80_50","Perfect",1,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2025-600.jpg","2","dax","label","dax","dax",NA,1,"2025-600.jpg",15:59:52,9869,1,50,80,0,"First",0,0
"2891",2891,108,"game","80_50","Perfect",2,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2056-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2056-600.jpg",16:00:07,6221,1,50,80,0,"First",0,0
"2892",2892,108,"game","80_50","Perfect",3,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2002-600.jpg","2","gazzer","label","gazzer","gazzer",NA,1,"2002-600.jpg",16:00:20,8418,1,50,80,0,"First",0,0
"2893",2893,108,"game","80_50","Perfect",4,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2005-600.jpg","2","manu","label","manu","manu",NA,1,"2005-600.jpg",16:00:31,5506,1,50,80,0,"First",0,0
"2894",2894,108,"game","80_50","Perfect",5,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2009-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2009-600.jpg",16:00:43,6195,0,50,80,0,"First",0,0
"2895",2895,108,"game","80_50","Perfect",6,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2023-600.jpg","4","toma","label","toma","toma",NA,1,"2023-600.jpg",16:00:53,5414,1,50,80,0,"First",0,0
"2896",2896,108,"game","80_50","Perfect",7,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2001-600.jpg","4","wug","label","wug","wug",NA,1,"2001-600.jpg",16:01:04,5761,1,50,80,0,"First",0,0
"2897",2897,108,"game","80_50","Perfect",8,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2002-600.jpg","2","gazzer","label","gazzer","gazzer",NA,1,"2002-600.jpg",16:01:12,4224,1,50,80,0,"Second",0,0
"2898",2898,108,"game","80_50","Perfect",9,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2056-600.jpg","1","kreeb","click",NA,NA,"kreeb",1,"2056-600.jpg",16:01:21,3694,1,50,80,0,"Second",0,0
"2899",2899,108,"game","80_50","Perfect",10,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2007-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2007-600.jpg",16:01:30,4785,1,50,80,0,"First",0,0
"2900",2900,108,"game","80_50","Perfect",11,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2009-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2009-600.jpg",16:01:35,1720,0,50,80,0,"Second",0,0
"2901",2901,108,"game","80_50","Perfect",12,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2002-600.jpg","2","gazzer","label","gazzer","gazzer",NA,1,"2002-600.jpg",16:01:42,3406,1,50,80,0,"Third",0,0
"2902",2902,108,"game","80_50","Perfect",13,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2005-600.jpg","2","manu","label","manu","manu",NA,1,"2005-600.jpg",16:01:49,3480,1,50,80,0,"Second",0,0
"2903",2903,108,"game","80_50","Perfect",14,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2001-600.jpg","4","wug","label","wug","wug",NA,1,"2001-600.jpg",16:01:56,4193,1,50,80,0,"Second",0,0
"2904",2904,108,"game","80_50","Perfect",15,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2006-600.jpg","4","fep","click",NA,NA,"fep",1,"2006-600.jpg",16:02:05,5628,1,50,80,0,"First",0,0
"2905",2905,108,"game","80_50","Perfect",16,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2001-600.jpg","4","wug","label","wug","wug",NA,1,"2001-600.jpg",16:02:13,3133,1,50,80,0,"Third",0,0
"2906",2906,108,"game","80_50","Perfect",17,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2005-600.jpg","2","manu","label","manu","manu",NA,1,"2005-600.jpg",16:02:19,3600,1,50,80,0,"Third",0,0
"2907",2907,108,"game","80_50","Perfect",18,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2009-600.jpg","1","blicket","click",NA,NA,"blicket",1,"2009-600.jpg",16:02:25,1674,0,50,80,0,"Third",0,0
"2908",2908,108,"game","80_50","Perfect",19,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2007-600.jpg","1","kiv","click",NA,NA,"kiv",1,"2007-600.jpg",16:02:30,1881,1,50,80,0,"Second",0,0
"2909",2909,108,"game","80_50","Perfect",20,80,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2023-600.jpg","4","toma","label","toma","toma",NA,1,"2023-600.jpg",16:02:38,3279,1,50,80,0,"Second",0,0
"2910",2910,108,"game","80_50","Perfect",21,50,"c(""dax"", ""kreeb"", ""fep"", ""wug"", ""manu"", ""kiv"", ""gazzer"", ""blicket"", ""toma"")","2006-600.jpg","4","fep","click",NA,NA,"fep",1,"2006-600.jpg",16:02:45,2498,1,50,80,0,"Second",0,0
