ldf_num,condition,partnersExposureDescriptive,label,exposures,trueClickPoints,trueLabelPoints,pointCost,speechCost,testCorrect,known,estimated_p,appearance,method,score,partnersExposure,alpha,discount,action
2,100_30,None,kiv,4,30,100,70,0,0,FALSE,0.4877411367804511,Second,label_click,30,0,1.327403748677405,0.41629491539801167,point
2,100_30,None,kiv,4,30,100,70,0,0,FALSE,0.4877411367804511,Third,label,100,0,1.327403748677405,0.41629491539801167,point
2,100_30,None,kreeb,1,30,100,70,0,0,FALSE,0.4877411367804511,First,click,30,0,1.327403748677405,0.41629491539801167,point
2,100_30,None,kreeb,1,30,100,70,0,0,FALSE,0.4877411367804511,Second,label_click,30,0,1.327403748677405,0.41629491539801167,point
2,100_30,None,kreeb,1,30,100,70,0,0,FALSE,0.4877411367804511,Third,label,100,0,1.327403748677405,0.41629491539801167,point
2,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4877411367804511,First,click,30,0,1.327403748677405,0.41629491539801167,teach
2,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4877411367804511,Second,label_click,30,0,1.327403748677405,0.41629491539801167,speak
2,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4877411367804511,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
2,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4877411367804511,First,click,30,0,1.327403748677405,0.41629491539801167,teach
2,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4877411367804511,Second,label_click,30,0,1.327403748677405,0.41629491539801167,speak
2,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4877411367804511,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
2,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4877411367804511,First,click,30,0,1.327403748677405,0.41629491539801167,point
2,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4877411367804511,Second,label_click,30,0,1.327403748677405,0.41629491539801167,teach
2,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4877411367804511,Third,label_click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,blicket,2,30,100,70,0,0,FALSE,0.44798262786500326,First,click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,blicket,2,30,100,70,0,0,FALSE,0.44798262786500326,Second,label_click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,blicket,2,30,100,70,0,0,FALSE,0.44798262786500326,Third,click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,dax,1,30,100,70,0,0,FALSE,0.44798262786500326,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,dax,1,30,100,70,0,0,FALSE,0.44798262786500326,Second,label,100,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,dax,1,30,100,70,0,0,FALSE,0.44798262786500326,Third,label,100,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,fep,4,30,100,70,0,1,TRUE,0.44798262786500326,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
3,100_30,None,fep,4,30,100,70,0,1,TRUE,0.44798262786500326,Second,click,30,0,1.327403748677405,0.41629491539801167,speak
3,100_30,None,fep,4,30,100,70,0,1,TRUE,0.44798262786500326,Third,click,30,0,1.327403748677405,0.41629491539801167,teach
3,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.44798262786500326,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.44798262786500326,Second,label,100,0,1.327403748677405,0.41629491539801167,teach
3,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.44798262786500326,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
3,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.44798262786500326,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
3,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.44798262786500326,Second,click,30,0,1.327403748677405,0.41629491539801167,speak
3,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.44798262786500326,Third,click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.44798262786500326,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.44798262786500326,Second,label,100,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.44798262786500326,Third,label,100,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,manu,2,30,100,70,0,0,FALSE,0.44798262786500326,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,manu,2,30,100,70,0,0,FALSE,0.44798262786500326,Second,click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,manu,2,30,100,70,0,0,FALSE,0.44798262786500326,Third,click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,toma,4,30,100,70,0,1,TRUE,0.44798262786500326,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,toma,4,30,100,70,0,1,TRUE,0.44798262786500326,Second,label,100,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,toma,4,30,100,70,0,1,TRUE,0.44798262786500326,Third,label,100,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,wug,2,30,100,70,0,1,TRUE,0.44798262786500326,First,click,30,0,1.327403748677405,0.41629491539801167,point
3,100_30,None,wug,2,30,100,70,0,1,TRUE,0.44798262786500326,Second,label_click,30,0,1.327403748677405,0.41629491539801167,teach
3,100_30,None,wug,2,30,100,70,0,1,TRUE,0.44798262786500326,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
4,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.1332431580382871,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.1332431580382871,Second,label,100,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.1332431580382871,Third,label,100,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,dax,2,30,100,70,0,0,FALSE,0.1332431580382871,First,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,dax,2,30,100,70,0,0,FALSE,0.1332431580382871,Second,label_click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,dax,2,30,100,70,0,0,FALSE,0.1332431580382871,Third,label,100,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,fep,4,30,100,70,0,1,TRUE,0.1332431580382871,First,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,fep,4,30,100,70,0,1,TRUE,0.1332431580382871,Second,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,fep,4,30,100,70,0,1,TRUE,0.1332431580382871,Third,label_click,30,0,1.327403748677405,0.41629491539801167,teach
4,100_30,None,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,First,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,Second,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,gazzer,4,30,100,70,0,0,FALSE,0.1332431580382871,Third,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,kiv,1,30,100,70,0,0,FALSE,0.1332431580382871,First,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,kiv,1,30,100,70,0,0,FALSE,0.1332431580382871,Second,label_click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,kiv,1,30,100,70,0,0,FALSE,0.1332431580382871,Third,label,100,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,kreeb,2,30,100,70,0,0,FALSE,0.1332431580382871,First,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,kreeb,2,30,100,70,0,0,FALSE,0.1332431580382871,Second,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,kreeb,2,30,100,70,0,0,FALSE,0.1332431580382871,Third,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,First,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,Second,label,0,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,manu,1,30,100,70,0,0,FALSE,0.1332431580382871,Third,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,toma,2,30,100,70,0,0,FALSE,0.1332431580382871,First,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,toma,2,30,100,70,0,0,FALSE,0.1332431580382871,Second,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,toma,2,30,100,70,0,0,FALSE,0.1332431580382871,Third,click,30,0,1.327403748677405,0.41629491539801167,point
4,100_30,None,wug,4,30,100,70,0,1,TRUE,0.1332431580382871,First,click,30,0,1.327403748677405,0.41629491539801167,teach
4,100_30,None,wug,4,30,100,70,0,1,TRUE,0.1332431580382871,Second,click,30,0,1.327403748677405,0.41629491539801167,speak
4,100_30,None,wug,4,30,100,70,0,1,TRUE,0.1332431580382871,Third,label_click,30,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,blicket,2,30,100,70,0,1,TRUE,0.9072033473374291,First,label,0,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,blicket,2,30,100,70,0,1,TRUE,0.9072033473374291,Second,click,30,0,1.327403748677405,0.41629491539801167,point
5,100_30,None,blicket,2,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,0,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,dax,2,30,100,70,0,1,TRUE,0.9072033473374291,First,click,30,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,dax,2,30,100,70,0,1,TRUE,0.9072033473374291,Second,label_click,30,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,dax,2,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,100,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,fep,2,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.9072033473374291,First,click,30,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.9072033473374291,Second,label_click,30,0,1.327403748677405,0.41629491539801167,point
5,100_30,None,gazzer,1,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,First,label,0,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,Second,label_click,30,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,point
5,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,First,label,0,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,Second,click,30,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,0,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,manu,1,30,100,70,0,1,TRUE,0.9072033473374291,First,click,30,0,1.327403748677405,0.41629491539801167,point
5,100_30,None,manu,1,30,100,70,0,1,TRUE,0.9072033473374291,Second,click,30,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,manu,1,30,100,70,0,1,TRUE,0.9072033473374291,Third,label_click,30,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,100,0,1.327403748677405,0.41629491539801167,point
5,100_30,None,toma,1,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
5,100_30,None,wug,4,30,100,70,0,1,TRUE,0.9072033473374291,First,label,0,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,wug,4,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,0,0,1.327403748677405,0.41629491539801167,teach
5,100_30,None,wug,4,30,100,70,0,1,TRUE,0.9072033473374291,Third,label_click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,blicket,1,30,100,70,0,0,FALSE,0.612225058736175,Third,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,dax,2,30,100,70,0,1,TRUE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,teach
6,100_30,None,dax,2,30,100,70,0,1,TRUE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,speak
6,100_30,None,dax,2,30,100,70,0,1,TRUE,0.612225058736175,Third,click,30,0,1.327403748677405,0.41629491539801167,speak
6,100_30,None,fep,2,30,100,70,0,1,TRUE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,fep,2,30,100,70,0,1,TRUE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,fep,2,30,100,70,0,1,TRUE,0.612225058736175,Third,click,30,0,1.327403748677405,0.41629491539801167,teach
6,100_30,None,gazzer,2,30,100,70,0,1,TRUE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,gazzer,2,30,100,70,0,1,TRUE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,gazzer,2,30,100,70,0,1,TRUE,0.612225058736175,Third,click,30,0,1.327403748677405,0.41629491539801167,teach
6,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,teach
6,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,teach
6,100_30,None,kiv,4,30,100,70,0,1,TRUE,0.612225058736175,Third,label_click,30,0,1.327403748677405,0.41629491539801167,speak
6,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,teach
6,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.612225058736175,Third,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,manu,4,30,100,70,0,1,TRUE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,teach
6,100_30,None,manu,4,30,100,70,0,1,TRUE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,speak
6,100_30,None,manu,4,30,100,70,0,1,TRUE,0.612225058736175,Third,click,30,0,1.327403748677405,0.41629491539801167,speak
6,100_30,None,toma,1,30,100,70,0,1,TRUE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,teach
6,100_30,None,toma,1,30,100,70,0,1,TRUE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,speak
6,100_30,None,toma,1,30,100,70,0,1,TRUE,0.612225058736175,Third,click,30,0,1.327403748677405,0.41629491539801167,speak
6,100_30,None,wug,1,30,100,70,0,0,FALSE,0.612225058736175,First,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,wug,1,30,100,70,0,0,FALSE,0.612225058736175,Second,click,30,0,1.327403748677405,0.41629491539801167,point
6,100_30,None,wug,1,30,100,70,0,0,FALSE,0.612225058736175,Third,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.4748379096237692,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
7,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.4748379096237692,Second,click,30,0,1.327403748677405,0.41629491539801167,speak
7,100_30,None,blicket,4,30,100,70,0,1,TRUE,0.4748379096237692,Third,click,30,0,1.327403748677405,0.41629491539801167,speak
7,100_30,None,dax,1,30,100,70,0,1,TRUE,0.4748379096237692,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,dax,1,30,100,70,0,1,TRUE,0.4748379096237692,Second,click,30,0,1.327403748677405,0.41629491539801167,teach
7,100_30,None,dax,1,30,100,70,0,1,TRUE,0.4748379096237692,Third,click,30,0,1.327403748677405,0.41629491539801167,speak
7,100_30,None,fep,1,30,100,70,0,0,FALSE,0.4748379096237692,First,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,fep,1,30,100,70,0,0,FALSE,0.4748379096237692,Second,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,fep,1,30,100,70,0,0,FALSE,0.4748379096237692,Third,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,gazzer,1,30,100,70,0,0,FALSE,0.4748379096237692,First,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,gazzer,1,30,100,70,0,0,FALSE,0.4748379096237692,Second,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,gazzer,1,30,100,70,0,0,FALSE,0.4748379096237692,Third,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,kiv,2,30,100,70,0,0,FALSE,0.4748379096237692,First,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,kiv,2,30,100,70,0,0,FALSE,0.4748379096237692,Second,label_click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,kiv,2,30,100,70,0,0,FALSE,0.4748379096237692,Third,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.4748379096237692,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
7,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.4748379096237692,Second,label_click,30,0,1.327403748677405,0.41629491539801167,speak
7,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.4748379096237692,Third,click,30,0,1.327403748677405,0.41629491539801167,speak
7,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4748379096237692,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
7,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4748379096237692,Second,label_click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,manu,2,30,100,70,0,1,TRUE,0.4748379096237692,Third,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4748379096237692,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4748379096237692,Second,label_click,30,0,1.327403748677405,0.41629491539801167,teach
7,100_30,None,toma,4,30,100,70,0,1,TRUE,0.4748379096237692,Third,click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4748379096237692,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
7,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4748379096237692,Second,label_click,30,0,1.327403748677405,0.41629491539801167,teach
7,100_30,None,wug,2,30,100,70,0,1,TRUE,0.4748379096237692,Third,label_click,30,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,blicket,1,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
8,100_30,None,blicket,1,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,100,0,1.327403748677405,0.41629491539801167,teach
8,100_30,None,blicket,1,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
8,100_30,None,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,dax,1,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,fep,4,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
8,100_30,None,fep,4,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,100,0,1.327403748677405,0.41629491539801167,teach
8,100_30,None,fep,4,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
8,100_30,None,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,gazzer,4,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
8,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,kiv,1,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,teach
8,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,Second,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,kreeb,4,30,100,70,0,1,TRUE,0.9072033473374291,Third,label,100,0,1.327403748677405,0.41629491539801167,speak
8,100_30,None,manu,2,30,100,70,0,1,TRUE,0.9072033473374291,First,label_click,30,0,1.327403748677405,0.41629491539801167,point
