Iteration,Chain,Parameter,value
1,1,score,-24.499527716861248
2,1,score,-24.499527716861248
3,1,score,-24.499527716861248
4,1,score,-24.499527716861248
5,1,score,-24.499527716861248
6,1,score,-24.499527716861248
7,1,score,-24.499527716861248
8,1,score,-24.499527716861248
9,1,score,-24.499527716861248
10,1,score,-24.499527716861248
11,1,score,-24.499527716861248
12,1,score,-24.499527716861248
13,1,score,-24.499527716861248
14,1,score,-24.499527716861248
15,1,score,-24.499527716861248
16,1,score,-24.499527716861248
17,1,score,-24.499527716861248
18,1,score,-24.499527716861248
19,1,score,-24.49952771686124
20,1,score,-24.49952771686124
21,1,score,-24.49952771686124
22,1,score,-24.49952771686124
23,1,score,-24.499527716861248
24,1,score,-24.499527716861248
25,1,score,-24.499527716861248
26,1,score,-24.499527716861248
27,1,score,-24.499527716861248
28,1,score,-24.499527716861248
29,1,score,-24.499527716861248
30,1,score,-24.499527716861248
31,1,score,-24.499527716861248
32,1,score,-24.499527716861248
33,1,score,-24.499527716861248
34,1,score,-24.499527716861248
35,1,score,-24.499527716861248
36,1,score,-24.499527716861248
37,1,score,-24.499527716861248
38,1,score,-24.49952771686124
39,1,score,-24.49952771686124
40,1,score,-24.49952771686124
41,1,score,-24.49952771686124
42,1,score,-24.49952771686124
43,1,score,-24.499527716861248
44,1,score,-24.499527716861248
45,1,score,-24.499527716861248
46,1,score,-24.499527716861248
47,1,score,-24.499527716861248
48,1,score,-24.499527716861248
49,1,score,-24.499527716861248
50,1,score,-24.499527716861248
51,1,score,-24.499527716861248
52,1,score,-24.499527716861248
53,1,score,-24.499527716861248
54,1,score,-24.49952771686124
55,1,score,-24.499527716861248
56,1,score,-24.499527716861248
57,1,score,-24.499527716861248
58,1,score,-24.499527716861248
59,1,score,-24.499527716861248
60,1,score,-24.499527716861248
61,1,score,-24.49952771686124
62,1,score,-24.499527716861245
63,1,score,-24.499527716861248
64,1,score,-24.499527716861248
65,1,score,-24.499527716861248
66,1,score,-24.499527716861248
67,1,score,-24.499527716861248
68,1,score,-24.499527716861248
69,1,score,-24.499527716861248
70,1,score,-24.499527716861248
71,1,score,-24.499527716861248
72,1,score,-24.499527716861248
73,1,score,-24.499527716861248
74,1,score,-24.499527716861248
75,1,score,-24.499527716861248
76,1,score,-24.499527716861248
77,1,score,-24.499527716861248
78,1,score,-24.499527716861248
79,1,score,-24.499527716861248
80,1,score,-24.499527716861248
81,1,score,-24.499527716861248
82,1,score,-24.499527716861248
83,1,score,-24.499527716861248
84,1,score,-24.499527716861248
85,1,score,-24.499527716861248
86,1,score,-24.499527716861248
87,1,score,-24.499527716861248
88,1,score,-24.499527716861248
89,1,score,-24.499527716861248
90,1,score,-24.49952771686124
91,1,score,-24.499527716861248
92,1,score,-24.499527716861248
93,1,score,-24.499527716861248
94,1,score,-24.499527716861248
95,1,score,-24.499527716861248
96,1,score,-24.499527716861248
97,1,score,-24.499527716861248
98,1,score,-24.499527716861248
99,1,score,-24.499527716861248
100,1,score,-24.499527716861248
101,1,score,-24.499527716861248
102,1,score,-24.499527716861248
103,1,score,-24.499527716861248
104,1,score,-24.499527716861248
105,1,score,-24.499527716861248
106,1,score,-24.499527716861248
107,1,score,-24.499527716861248
108,1,score,-24.499527716861248
109,1,score,-24.499527716861248
110,1,score,-24.499527716861248
111,1,score,-24.499527716861248
112,1,score,-24.499527716861248
113,1,score,-24.499527716861248
114,1,score,-24.499527716861248
115,1,score,-24.499527716861248
116,1,score,-24.499527716861248
117,1,score,-24.499527716861248
118,1,score,-24.499527716861248
119,1,score,-24.499527716861248
120,1,score,-24.499527716861248
121,1,score,-24.499527716861248
122,1,score,-24.499527716861248
123,1,score,-24.499527716861248
124,1,score,-24.499527716861248
125,1,score,-24.499527716861248
126,1,score,-24.499527716861248
127,1,score,-24.499527716861248
128,1,score,-24.499527716861248
129,1,score,-24.499527716861248
130,1,score,-24.499527716861248
131,1,score,-24.499527716861248
132,1,score,-24.499527716861248
133,1,score,-24.499527716861248
134,1,score,-24.499527716861248
135,1,score,-24.499527716861248
136,1,score,-24.499527716861248
137,1,score,-24.499527716861248
138,1,score,-24.499527716861248
139,1,score,-24.499527716861248
140,1,score,-24.499527716861248
141,1,score,-24.499527716861248
142,1,score,-24.499527716861248
143,1,score,-24.49952771686124
144,1,score,-24.499527716861248
145,1,score,-24.499527716861248
146,1,score,-24.499527716861248
147,1,score,-24.499527716861248
148,1,score,-24.49952771686124
149,1,score,-24.49952771686124
150,1,score,-24.49952771686124
151,1,score,-24.49952771686124
152,1,score,-24.499527716861248
153,1,score,-24.499527716861248
154,1,score,-24.499527716861248
155,1,score,-24.499527716861248
156,1,score,-24.499527716861248
157,1,score,-24.499527716861248
158,1,score,-24.49952771686124
159,1,score,-24.499527716861248
160,1,score,-24.499527716861248
161,1,score,-24.499527716861248
162,1,score,-24.499527716861248
163,1,score,-24.499527716861248
164,1,score,-24.499527716861248
165,1,score,-24.499527716861248
166,1,score,-24.499527716861248
167,1,score,-24.499527716861248
168,1,score,-24.499527716861248
169,1,score,-24.499527716861248
170,1,score,-24.499527716861248
171,1,score,-24.499527716861248
172,1,score,-24.499527716861248
173,1,score,-24.499527716861248
174,1,score,-24.499527716861248
175,1,score,-24.499527716861248
176,1,score,-24.499527716861248
177,1,score,-24.499527716861248
178,1,score,-24.499527716861248
179,1,score,-24.499527716861248
180,1,score,-24.499527716861248
181,1,score,-24.499527716861248
182,1,score,-24.499527716861248
183,1,score,-24.499527716861248
184,1,score,-24.499527716861248
185,1,score,-24.499527716861248
186,1,score,-24.499527716861248
187,1,score,-24.499527716861248
188,1,score,-24.499527716861248
189,1,score,-24.499527716861248
190,1,score,-24.499527716861248
191,1,score,-24.499527716861248
192,1,score,-24.49952771686124
193,1,score,-24.49952771686124
194,1,score,-24.49952771686124
195,1,score,-24.49952771686124
196,1,score,-24.499527716861248
197,1,score,-24.499527716861248
198,1,score,-24.499527716861248
199,1,score,-24.499527716861248
200,1,score,-24.499527716861248
1,1,alpha,0.2673689267835533
2,1,alpha,0.2673689267835533
3,1,alpha,0.2673689267835533
4,1,alpha,0.2673689267835533
5,1,alpha,0.2673689267835533
6,1,alpha,0.2673689267835533
7,1,alpha,0.2673689267835533
8,1,alpha,0.2673689267835533
9,1,alpha,0.2673689267835533
10,1,alpha,0.2673689267835533
11,1,alpha,0.2673689267835533
12,1,alpha,0.2673689267835533
13,1,alpha,0.2673689267835533
14,1,alpha,0.2673689267835533
15,1,alpha,0.2673689267835533
16,1,alpha,0.2673689267835533
17,1,alpha,0.2673689267835533
18,1,alpha,0.2673689267835533
19,1,alpha,0.2673689267835533
20,1,alpha,0.2673689267835533
21,1,alpha,0.2673689267835533
22,1,alpha,0.2673689267835533
23,1,alpha,0.2673689267835533
24,1,alpha,0.2673689267835533
25,1,alpha,0.2673689267835533
26,1,alpha,0.2673689267835533
27,1,alpha,0.2673689267835533
28,1,alpha,0.2673689267835533
29,1,alpha,0.2673689267835533
30,1,alpha,0.2673689267835533
31,1,alpha,0.2673689267835533
32,1,alpha,0.2673689267835533
33,1,alpha,0.2673689267835533
34,1,alpha,0.2673689267835533
35,1,alpha,0.2673689267835533
36,1,alpha,0.2673689267835533
37,1,alpha,0.2673689267835533
38,1,alpha,0.2673689267835533
39,1,alpha,0.2673689267835533
40,1,alpha,0.2673689267835533
41,1,alpha,0.2673689267835533
42,1,alpha,0.2673689267835533
43,1,alpha,0.2673689267835533
44,1,alpha,0.2673689267835533
45,1,alpha,0.2673689267835533
46,1,alpha,0.2673689267835533
47,1,alpha,0.2673689267835533
48,1,alpha,0.2673689267835533
49,1,alpha,0.2673689267835533
50,1,alpha,0.2673689267835533
51,1,alpha,0.2673689267835533
52,1,alpha,0.2673689267835533
53,1,alpha,0.2673689267835533
54,1,alpha,0.2673689267835533
55,1,alpha,0.2673689267835533
56,1,alpha,0.2673689267835533
57,1,alpha,0.2673689267835533
58,1,alpha,0.2673689267835533
59,1,alpha,0.2673689267835533
60,1,alpha,0.2673689267835533
61,1,alpha,0.2673689267835533
62,1,alpha,0.2673689267835533
63,1,alpha,0.2673689267835533
64,1,alpha,0.2673689267835533
65,1,alpha,0.2673689267835533
66,1,alpha,0.2673689267835533
67,1,alpha,0.2673689267835533
68,1,alpha,0.2673689267835533
69,1,alpha,0.2673689267835533
70,1,alpha,0.2673689267835533
71,1,alpha,0.2673689267835533
72,1,alpha,0.2673689267835533
73,1,alpha,0.2673689267835533
74,1,alpha,0.2673689267835533
75,1,alpha,0.2673689267835533
76,1,alpha,0.2673689267835533
77,1,alpha,0.2673689267835533
78,1,alpha,0.2673689267835533
79,1,alpha,0.2673689267835533
80,1,alpha,0.2673689267835533
81,1,alpha,0.2673689267835533
82,1,alpha,0.2673689267835533
83,1,alpha,0.2673689267835533
84,1,alpha,0.2673689267835533
85,1,alpha,0.2673689267835533
86,1,alpha,0.2673689267835533
87,1,alpha,0.2673689267835533
88,1,alpha,0.2673689267835533
89,1,alpha,0.2673689267835533
90,1,alpha,0.2673689267835533
91,1,alpha,0.2673689267835533
92,1,alpha,0.2673689267835533
93,1,alpha,0.2673689267835533
94,1,alpha,0.2673689267835533
95,1,alpha,0.2673689267835533
96,1,alpha,0.2673689267835533
97,1,alpha,0.2673689267835533
98,1,alpha,0.2673689267835533
99,1,alpha,0.2673689267835533
100,1,alpha,0.2673689267835533
101,1,alpha,0.2673689267835533
102,1,alpha,0.2673689267835533
103,1,alpha,0.2673689267835533
104,1,alpha,0.2673689267835533
105,1,alpha,0.2673689267835533
106,1,alpha,0.2673689267835533
107,1,alpha,0.2673689267835533
108,1,alpha,0.2673689267835533
109,1,alpha,0.2673689267835533
110,1,alpha,0.2673689267835533
111,1,alpha,0.2673689267835533
112,1,alpha,0.2673689267835533
113,1,alpha,0.2673689267835533
114,1,alpha,0.2673689267835533
