Iteration,Chain,Parameter,value
1,1,score,-20.29059222999349
2,1,score,-20.29059222999349
3,1,score,-20.29059222999349
4,1,score,-20.29059222999349
5,1,score,-20.29059222999349
6,1,score,-20.29059222999349
7,1,score,-20.29059222999349
8,1,score,-20.29059222999349
9,1,score,-20.29059222999349
10,1,score,-20.29059222999349
11,1,score,-20.29059222999349
12,1,score,-20.29059222999349
13,1,score,-20.29059222999349
14,1,score,-20.29059222999349
15,1,score,-20.29059222999349
16,1,score,-20.29059222999349
17,1,score,-20.29059222999349
18,1,score,-20.29059222999349
19,1,score,-20.29059222999349
20,1,score,-20.29059222999349
21,1,score,-20.29059222999349
22,1,score,-20.29059222999349
23,1,score,-20.29059222999349
24,1,score,-20.29059222999349
25,1,score,-20.29059222999349
26,1,score,-20.29059222999349
27,1,score,-20.29059222999349
28,1,score,-20.29059222999349
29,1,score,-20.29059222999349
30,1,score,-20.29059222999349
31,1,score,-20.29059222999349
32,1,score,-20.29059222999349
33,1,score,-20.29059222999349
34,1,score,-20.29059222999349
35,1,score,-20.29059222999349
36,1,score,-20.29059222999349
37,1,score,-20.29059222999349
38,1,score,-20.29059222999349
39,1,score,-20.29059222999349
40,1,score,-20.29059222999349
41,1,score,-20.29059222999349
42,1,score,-20.29059222999349
43,1,score,-19.71207022066196
44,1,score,-19.71207022066196
45,1,score,-19.71207022066196
46,1,score,-19.71207022066196
47,1,score,-19.71207022066196
48,1,score,-19.71207022066196
49,1,score,-19.71207022066196
50,1,score,-19.71207022066196
51,1,score,-19.71207022066196
52,1,score,-19.71207022066196
53,1,score,-19.71207022066196
54,1,score,-19.71207022066196
55,1,score,-19.71207022066196
56,1,score,-19.71207022066196
57,1,score,-19.71207022066196
58,1,score,-19.71207022066196
59,1,score,-19.71207022066196
60,1,score,-19.71207022066196
61,1,score,-19.71207022066196
62,1,score,-19.71207022066196
63,1,score,-19.71207022066196
64,1,score,-19.71207022066196
65,1,score,-19.71207022066196
66,1,score,-19.71207022066196
67,1,score,-19.71207022066196
68,1,score,-19.71207022066196
69,1,score,-19.71207022066196
70,1,score,-19.71207022066196
71,1,score,-19.71207022066196
72,1,score,-19.71207022066196
73,1,score,-19.71207022066196
74,1,score,-19.71207022066196
75,1,score,-19.71207022066196
76,1,score,-19.71207022066196
77,1,score,-19.71207022066196
78,1,score,-19.71207022066196
79,1,score,-19.71207022066196
80,1,score,-19.71207022066196
81,1,score,-19.71207022066196
82,1,score,-19.71207022066196
83,1,score,-19.71207022066196
84,1,score,-19.71207022066196
85,1,score,-19.71207022066196
86,1,score,-19.71207022066196
87,1,score,-19.71207022066196
88,1,score,-19.71207022066196
89,1,score,-19.71207022066196
90,1,score,-19.71207022066196
91,1,score,-19.71207022066196
92,1,score,-19.71207022066196
93,1,score,-19.71207022066196
94,1,score,-19.71207022066196
95,1,score,-19.71207022066196
96,1,score,-19.71207022066196
97,1,score,-19.71207022066196
98,1,score,-19.71207022066196
99,1,score,-19.71207022066196
100,1,score,-19.71207022066196
101,1,score,-19.71207022066196
102,1,score,-19.71207022066196
103,1,score,-19.71207022066196
104,1,score,-19.71207022066196
105,1,score,-19.71207022066196
106,1,score,-19.71207022066196
107,1,score,-19.71207022066196
108,1,score,-19.71207022066196
109,1,score,-19.71207022066196
110,1,score,-19.71207022066196
111,1,score,-19.71207022066196
112,1,score,-19.71207022066196
113,1,score,-19.71207022066196
114,1,score,-19.71207022066196
115,1,score,-19.71207022066196
116,1,score,-19.71207022066196
117,1,score,-19.71207022066196
118,1,score,-19.71207022066196
119,1,score,-22.16378368481493
120,1,score,-22.16378368481493
121,1,score,-22.16378368481493
122,1,score,-22.16378368481493
123,1,score,-22.711802929401188
124,1,score,-22.711802929401188
125,1,score,-22.711802929401188
126,1,score,-22.711802929401188
127,1,score,-22.711802929401188
128,1,score,-22.711802929401188
129,1,score,-22.711802929401188
