Iteration,Chain,Parameter,value
1,1,score,-60.80262593020312
2,1,score,-60.80262593020312
3,1,score,-60.80262593020312
4,1,score,-60.80262593020312
5,1,score,-60.80262593020312
6,1,score,-60.80262593020312
7,1,score,-60.80262593020312
8,1,score,-60.80262593020312
9,1,score,-60.80262593020312
10,1,score,-60.80262593020312
11,1,score,-60.80262593020312
12,1,score,-60.80262593020312
13,1,score,-60.80262593020312
14,1,score,-60.80262593020312
15,1,score,-60.80262593020312
16,1,score,-60.80262593020312
17,1,score,-60.80262593020312
18,1,score,-60.80262593020312
19,1,score,-60.80262593020312
20,1,score,-60.80262593020312
21,1,score,-60.80262593020312
22,1,score,-60.80262593020312
23,1,score,-60.80262593020312
24,1,score,-60.80262593020312
25,1,score,-60.80262593020312
26,1,score,-60.80262593020312
27,1,score,-60.80262593020312
28,1,score,-60.80262593020312
29,1,score,-58.62809432441913
30,1,score,-58.62809432441913
31,1,score,-58.62809432441913
32,1,score,-58.62809432441913
33,1,score,-58.62809432441913
34,1,score,-58.62809432441913
35,1,score,-58.62809432441913
36,1,score,-58.62809432441913
37,1,score,-58.62809432441913
38,1,score,-58.62809432441913
39,1,score,-58.62809432441913
40,1,score,-58.62809432441913
41,1,score,-58.62809432441913
42,1,score,-58.62809432441913
43,1,score,-58.62809432441913
44,1,score,-58.62809432441913
45,1,score,-58.62809432441913
46,1,score,-58.62809432441913
47,1,score,-58.62809432441913
48,1,score,-58.62809432441913
49,1,score,-58.62809432441913
50,1,score,-58.62809432441913
51,1,score,-58.62809432441913
52,1,score,-58.62809432441913
53,1,score,-58.62809432441913
54,1,score,-58.62809432441913
55,1,score,-58.62809432441913
56,1,score,-31.377719407678903
57,1,score,-31.377719407678903
58,1,score,-31.377719407678903
59,1,score,-31.377719407678903
60,1,score,-31.377719407678903
61,1,score,-29.631207622039284
62,1,score,-29.631207622039284
63,1,score,-29.631207622039284
64,1,score,-29.631207622039284
65,1,score,-29.631207622039284
66,1,score,-29.631207622039284
67,1,score,-29.631207622039284
68,1,score,-29.631207622039284
69,1,score,-29.631207622039284
70,1,score,-29.631207622039284
71,1,score,-29.631207622039284
72,1,score,-29.631207622039284
73,1,score,-29.631207622039284
74,1,score,-29.631207622039284
75,1,score,-29.631207622039284
76,1,score,-29.631207622039284
77,1,score,-29.631207622039284
78,1,score,-29.631207622039284
79,1,score,-29.631207622039284
